author,title,text,tags,isbn,isbn13
Ben Katchor,Hand-Drying In America: And Other Stories,"In his latest collection of comics mini-stories, the creator of the brilliant <em>Julius Knipl, Real Estate Photographer</em> gently interrogates the everyday &mdash; the click of a light switch, say, or the nozzle on a can of shaving cream &mdash; and finds unimagined and uncanny depths within. Ben Katchor sets up an intriguing tension between his rough, riotous, almost impressionistic figures and backgrounds and the voice of his captions, which enumerate salient story points with the dry, implacable plainness of a 1950s plumbing-fixture catalog. Elliptical and mysterious but never abstruse, the picture-poems of <em>Hand-Drying in America</em> celebrate the mundane world around us by revealing it to be anything but.","[comics-and-graphic-novels, rather-short, eye-opening-reads, for-art-lovers]",0307906906,9780307906908
Frank Bidart,Metaphysical Dog,"One of the great living masters of contemporary poetry, Frank Bidart is at the height of his powers in this extraordinary new book of short, midlength and long poems. With his trademark intensity, Bidart, once a friend and disciple of Robert Lowell and Elizabeth Bishop, revisits his early work in searing new poems. Looking back on a long life, he recalls the pre-World War II music, movies and culture that has sustained his imagination for decades. When Bidart recalls his tortured coming out, the weight of his guilt and anguish is palpable &mdash; but so is his faith that art can make hardship not merely bearable, but almost unbearably beautiful.","[love-stories, for-history-lovers, seriously-great-writing]",0374173613,9780374173616
Marissa Meyer,Scarlet,"Marissa Meyer's debut, <em>Cinder</em>, retold Cinderella with a resourceful cyborg mechanic who left her <em>foot</em> on the palace stairs. I wasn't sure how I felt about adding Little Red Riding Hood to the mix, but <em>Scarlet</em>  won me over within a chapter. Meyer's mashup of fairytales with science fictional worldbuilding works its magic again, with French Scarlet searching frantically for her grandmother &mdash; with the help of a bio-engineered big bad Wolf, of course.","[young-adult, science-fiction-and-fantasy, its-all-geek-to-me, mysteries-and-thrillers, rather-long]",0312642962,9780312642969
Robert Pinsky,Singing School: Learning To Write (And Read) Poetry By Studying with the Masters,"A marvelous, career-crowning, 80-poem anthology with brief essays and headnotes offers Robert Pinsky's account of how he learned to write (and read) poetry by studying the masters of the form. The poems range from Michelangelo's lament about the difficulties of painting the ceiling of the Sistine Chapel to Gregory Corso on marriage; Frank O'Hara, Yeats and Marianne Moore on poetry; Whitman on the Civil War dead; Sappho, Pound and Sylvia Plath on love; and Sterling Brown on a sleeping Harlem.","[poetry, for-art-lovers, for-history-lovers]",0393050688,9780393050684
"Naoki Higashida, translated by David Mitchell and KA Yoshida",The Reason I Jump: The Inner Voice Of A Thirteen-Year-Old Boy With Autism,"<p>What this nontraditional memoir taught me: My anguish makes others suffer, especially when I can't communicate.</p>
<p>And: Just because I can't stop doing something doesn't mean I enjoy it.</p>
<p>Turns out this 13-year-old Japanese boy with autism has me figured out. Add his clarity and gentle spirit and you've got magic. ""Stay close by and keep a gentle eye on us, and while we're swept up in our torment, please stop us from hurting ourselves or others."" Sounds like a prayer, doesn't it? What a kid.</p>","[npr-staff-picks, biography-and-memoir, rather-short, eye-opening-reads, science-and-society]",0812994868,9780812994865
Jonathan Stroud,The Screaming Staircase,"Three kids who run a professional ghost hunting company have been hired to investigate a house that's so haunted and dangerous, no other team has ever made it out alive. If you're into gripping and suspenseful ghost stories mixed with dry humor, this book is for you. (Bonus points if you also like murdered monks and walls dripping with blood.) (For ages 8 to 12)","[npr-staff-picks, kids-books, science-fiction-and-fantasy, mysteries-and-thrillers]",1423164911,9781423164913
Gilbert Hernandez,Julio's Day,"We've seen the character Julio before &mdash; he was introduced in the second volume of Gilbert and Jamie Hernandez's groundbreaking ""Love and Rockets"" series. Here, Gilbert Hernandez gives him the spotlight, chronicling the events of his singular life from his birth in the year 1900 to his death 100 years later. In between, there are pain and loss, war and disease, and &mdash; most movingly &mdash; throttled sexual desire that Julio cannot bring himself to acknowledge, much less name. With a quiet, carefully layered mastery, Hernandez shows us the times changing around Julio, while Julio remains unchanged &mdash; and alone.","[comics-and-graphic-novels, for-history-lovers, rather-short, seriously-great-writing, family-matters]",1606996061,9781606996065
Neil Gaiman,The Ocean At The End Of The Lane,"Even if you are not familiar with the prodigious &mdash; and prolific &mdash; talent of Neil Gaiman, you'll want to spend a novella's worth of time inside the dark world at the heart of <em>The Ocean At The End of the Lane.</em> The book begins with a middle-aged man who goes back to his childhood home after a funeral, where he begins having recollections of a series of curious events. I think it would spoil the pleasure of the book to say more about its plot &mdash; there's a brave girl, and a special boy, and a sacrifice &mdash; but at a mere 192 pages, it begs to be read twice to enjoy the sorrow and surprise of its ending. Although it's been called a book for adults, what Gaiman is most deft at is describing the terrors, large and small, of childhood, and how those terrors linger and shape adults. ""Truth is,"" Gaiman writes, ""there aren't any grown-ups. Not one, not in the whole wide world.""","[science-fiction-and-fantasy, rather-short, the-dark-side, npr-staff-picks, family-matters]",0062255657,9780062255655
Patricia Volk,"Shocked: My Mother, Schiaparelli, And Me","Patricia Volk's grandfather introduced pastrami to America -- a story she told in her evocative 2002 memoir, <em>Stuffed.</em>. Volk introduces something just as revolutionary and delicious in <em>Shocked,</em>, a memoir that focuses on two titanic role models she embraced as a girl: her knockout of a mother, Audrey, and the famous haute couture designer, Elsa Schiaparelli. Volk brings something of Schiaparelli's surrealist approach to <em>Shocked</em> (whose book jacket is the eye-popping shade of ""shocking pink"" that Schiaparelli invented). The narrative is exuberantly loopy and the gorgeous color photos of creations like Schiaparelli's high-heeled, ocelot fur bowling shoes and ""lobster dress"" don't just supplement the text, but extend it outward.","[biography-and-memoir, family-matters, book-club-ideas]",0307962105,9780307962102
Allie Brosh,"Hyperbole And A Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, And Other Things That Happened","Even if you're not part of the enormous following her Web comic spawned, you might have seen Allie Brosh's instantly recognizable, candy-colored drawings posted here and there if you've been, y'know, on the Internet. This collection of her work from her hugely popular blog is autobiographical and immensely inventive &mdash; her drawings could be called crude if they weren't so incredibly sophisticated at the same time. Brosh has a knack for the really, truly, giggle-snort funny &mdash; but she's also painfully perceptive, particularly in her descriptions of her struggle with depression, which are so accurate, they are required reading for anyone trying to understand why depression is so much more than being sad.","[biography-and-memoir, comics-and-graphic-novels, funny-stuff, npr-staff-picks]",1451666179,9781451666175
Karen Joy Fowler,We Are All Completely Beside Ourselves,"One of the great masterpieces of 2013, the latest novel from <em>Jane Austen Book Club</em> author Karen Joy Fowler is based on several experiments in the 1970s where anthropologists raised chimps with their own children to see what would happen. The result is a heartbreakingly recognizable dysfunctional family, whose problem child is sent away to an institution after a series of violent incidents. Except in this case, the institution is an animal experimentation center &mdash; and the troubled children who remain behind struggle to understand what it means to be human after growing up with a sister whom the world sees as an animal.","[realistic-fiction, family-matters, book-club-ideas]",0399162097,9780399162091
Jayne Ann Krentz,Dream Eyes,"Two years ago, psychic Gwen Frazier was nearly the victim of a serial killer in Wilby, Ore. She has returned to investigate the death of her mentor, and once again, she's become a target. Vulnerable and anxious, she is grateful when Judson Coppersmith joins her. His security expertise and experience with violent crime are the perfect counterpoint to her quiet detection skills, while her psychic abilities may help him heal from a recent accident. The sizzling attraction they share might lead to forever, too &mdash; if they can survive. Nobody does romantic suspense or light paranormal better than Jayne Ann Krentz.","[love-stories, science-fiction-and-fantasy, lets-talk-about-sex, mysteries-and-thrillers]",0515154083,9780515154085
Stephen King,Doctor Sleep: A Novel,"Read this book anywhere … except, say, if you're alone and snowbound in a vacant, isolated hotel. Yes, Stephen King brings us the sequel to <em>The Shining</em> &mdash; and it's almost as gripping as the original. The book follows Danny, the terrified boy from the Overlook Hotel, into adulthood in New England. King says writing a sequel to such a blockbuster was risky &mdash; ""being scared is like sex,"" the author <a href=""http://www.npr.org/2013/09/24/223105565/stephen-king-on-getting-scared-nothing-like-your-first-time"" target=""_blank"">says</a>, ""there's nothing like your first time"" &mdash; but he simply couldn't resist. And neither will you after you open these pages.","[mysteries-and-thrillers, science-fiction-and-fantasy, npr-staff-picks, rather-long, the-dark-side]",1476727651,9781476727653
Tara Conklin,The House Girl: A Novel,"<em>The House Girl</em>'s premise is compelling. It's easy to get swept up in this quietly dramatic novel, an interwoven depiction of two heroines separated by 150 years. A 17-year-old slave, Josephine, in pre-Civil War Virginia, is a brilliant, overlooked visual artist. Lina, a young attorney in 2004 Manhattan, tackles an unprecedented reparations case that names Josephine's descendant as plaintiff. As recounted by fresh-voiced debut novelist Tara Conklin, both stories explore our roots, delineating what makes us flee and what makes us whole.","[realistic-fiction, for-history-lovers, mysteries-and-thrillers, for-art-lovers, book-club-ideas, historical-fiction]",0062207393,9780062207395
James Salter,All That Is: A Novel,"In <em>All That Is,</em> James Salter's version of a contemporary American <em>War and Peace,</em> the war &mdash; World War II in this instance &mdash; comes first, as Philip Bowman survives naval battles and returns to the U.S. where, in New York City, he makes his life in the publishing trade. Early marriage, divorce, love affairs and a deepening sense of life's sweetness and severities make up the lapidary pages of this career-crowning work of fiction.","[realistic-fiction, love-stories, for-history-lovers, lets-talk-about-sex, historical-fiction, family-matters, seriously-great-writing]",1400043131,9781400043132
Nathaniel Rich,Odds Against Tomorrow,"Nathaniel Rich focuses on a Midwestern mathematician named Mitchell Zukor, who develops a wild talent for seeing worst-case scenarios about climate and ecology. When a storm bigger than any Sandy we've ever known floods most of New York City, Zukor, with the help of a young woman from his office, comes into his own. The scenes of the flooding of Manhattan are as terrifically described as any of the best science-fiction we have. A knockout of a book by a young writer to keep your eye on.","[realistic-fiction, mysteries-and-thrillers, the-dark-side, love-stories, book-club-ideas]",0374224242,9780374224240
Sherry Thomas,The Luckiest Lady In London,"Everyone in London is astounded when Felix Rivendale, the Marquess of Wrenworth, pursues Louisa Cantwell &mdash; she's charming enough, perhaps, but a complete nobody by high society's standards. Secretly, Louisa and Felix share a racy courtship and, soon, a marriage. Lord Wrenworth learned long ago that risking his heart was unacceptable, so he's determined to keep it safe and sound ... even if his fetching wife might be his perfect match and best chance for happiness. With flawless, breathtaking storytelling and subtle, perceptive characterization, Sherry Thomas leads the reader on a roller coaster of heart-wrenching emotion and romance.","[love-stories, for-history-lovers, lets-talk-about-sex]",0425268888,9780425268889
Jonathan Grimwood,The Last Banquet,"Foodies and Francophiles alike will relish this debut novel about Jean-Marie d'Aumout, whom we first meet crunching beetles as a starving orphaned son of nobility in 1723. He goes on to be educated as an aristocrat, fall in love frequently and serve as witness to a century of vast changes. Jonathan Grimwood details d'Aumont's outsized appetites: for the bliss of Roquefort, for raw trout, for the braised heart of a wolf whose neck he has broken in the woods. His many adventures include corresponding with Voltaire and becoming Lord Master of the Menagerie at Versailles, but <em>The Last Banquet</em> always comes back to the faculty of taste. Flamingo tongues cooked ""in the Roman style,"" anyone?","[realistic-fiction, for-history-lovers, tales-from-around-the-world, cookbooks-and-food, lets-talk-about-sex, historical-fiction]",1609451384,9781609451387
Paul Pope,Battling Boy,"Paul Pope's art churns on the page with grim intent; it is messily, gorgeously, impatiently alive. With the long-awaited <em>Battling Boy,</em> the first volume in a sprawling coming-of-age tale about young heroes who face off against slavering child-abducting monsters, Pope is in his element, imbuing these vibrantly colored pages with an epic scope &mdash; and a singular artistic vision &mdash; that the aging, increasingly denuded genre of superhero comics hasn't seen since Jack Kirby.","[comics-and-graphic-novels, its-all-geek-to-me, science-fiction-and-fantasy, for-art-lovers]",1596431458,9781596431454
Tom Barbash,Stay Up With Me,"Tom Barbash is a master of the intriguing first sentence: ""My son, Rajiv, is sleeping with a student from my Dante class."" ""Kistler's second winter in upstate New York was a season of fires, snowstorms, and deaths."" He writes of a newly single mom who invades her son's love life during his college break, and of a man just deserted by his wife who hosts their annual party to watch ""cloud-sized cartoon characters"" being inflated for the Thanksgiving parade. ""To Amy!"" he calls out drunkenly, realizing he is at the start of the ""darkest part of his life."" Barbash's miniature dramas sparkle with grace and wit.","[poetry, the-dark-side, realistic-fiction, seriously-great-writing, book-club-ideas, family-matters, lets-talk-about-sex]",0062258125,9780062258120
Kent Wascom,The Blood Of Heaven,"In Kent Wascom's <em>The Blood of Heaven,</em> the aging slave trader Angel Woolsack confides his story of coming to manhood on the unruly American frontier in the first days of the 19th century. We travel the bayou-fringed lands stretching from Pensacola to New Orleans with this son of a firebrand preacher, encountering characters and events out of underremembered scraps of U.S. history: the Kemper Brothers' rebellion, Aaron Burr's seditious land grab, the birth of Florida. Slaves, plantation scions and dirty politicians throng this cracked-open world, as Wascom's propulsive narrative takes us into the dark, fomenting soul of the South.","[realistic-fiction, for-history-lovers, the-dark-side, seriously-great-writing, historical-fiction]",0802121187,9780802121189
Marisha Pessl,Night Film: A Novel,"This big, inventive novel is about the dark secrets of a creepy film director, Stanislav Cordova, his mysterious daughter who has fallen to her death, and the investigative journalist who tries to figure out the whole story. But while it's called a novel, <em>Night Film</em> wants to be a lot more than that. Marisha Pessl uses all kinds of made-up documents: newspaper clippings, photos, police reports, magazine articles supposedly taken from <em>Time</em> and <em>Rolling Stone,</em> and transcripts of chatter on a highly culty, closed online community called The Blackboard, to tell its thriller of a story","[mysteries-and-thrillers, rather-long, the-dark-side, book-club-ideas]",140006788X,9781400067886
Julian Barnes,Levels Of Life,"""You put together two things that have not been put together before. And the world is changed."" In this meditation on love, destiny and loss, Julian Barnes brings his not inconsiderable powers of reflection to tackle a subject that is both personal and yet undeniably universal. It begins as a story of hot air balloons, photography and love in a time of decadence and gradually develops into a profound and intimate account of his grief following the death of his wife. Visceral, exquisitely crafted, thoughtful and heartbreaking. This is an unforgettable book.","[biography-and-memoir, science-and-society, love-stories, rather-short, tales-from-around-the-world, seriously-great-writing, the-dark-side, book-club-ideas]",0385350775,9780385350778
Jeanette Winterson,The Daylight Gate,"This book serves as a portal in prose, through which readers fully enter bloody, raucous England seven years after the undoing of the infamous Gunpowder Plot, when Catholic terrorists attempted to blow up the Parliament of the Protestant King James I. Jeanette Winterson's bold sentences and pithy but authentic scenes quickly build sympathy for her outlier characters: the naysayers; the mad, violated children; the same-sex lovers. Any reader who crosses over into this novel will remember vividly where he or she has traveled.","[science-fiction-and-fantasy, for-history-lovers, the-dark-side, historical-fiction]",0802121632,9780802121639
Shozan Jack Haubner,Zen Confidential: Confessions Of A Wayward Monk,"I enjoy the occasional poop joke, and books about living in the moment. You might say I prefer &mdash; wait for it &mdash; scatology to eschatology. So this was the book for me. The author is a cranky misanthrope who goes to a Buddhist monastery to get some big answers and continually rediscovers that mucking about in the daily grind <em>is</em> the big answer. Works for me. (And I read it on vacation in Disney World, a different kind of Zen retreat.)","[npr-staff-picks, biography-and-memoir, funny-stuff]",1611800331,9781611800333
Anchee Min,The Cooked Seed: A Memoir,"Anchee Min's follow-up to her memoir, <em>Red Azalea,</em> about her life in China under the Cultural Revolution, picks up the narrative 20 years later &mdash; when Min arrives in America, with a mere $500 in her pocket and a plan to study art in Chicago. How she goes from terrified student who could barely speak English to best-selling author is a gripping tale &mdash; the kind of memoir you'll find yourself talking about at dinner parties in a fever of inspiration. It's the ultimate immigrant story &mdash; but its power lies in how much it lays bare the odd paradoxes of this country, even as Min struggles to find her place.","[biography-and-memoir, family-matters, love-stories, npr-staff-picks]",1596916982,9781596916982
Elizabeth Wein,Rose Under Fire,"After <em>Code Name Verity</em>, Elizabeth Wein has returned to the world of civilian aircraft pilots in World War II England. Rose Justice is an American pilot determined do her bit. But a fit of reckless bravery leads to devastating consequences when Rose &mdash; just 18 &mdash; gets caught by the Germans. She ends up in the Ravensbrueck women's concentration camp, where doctors operate on political prisoners as experimental ""rabbits."" Wein is brutal in her depiction of the last, hellish winter of the war, and the wounds Rose and her friends must learn to live with afterward. No one writes female friendships with as much nuance and subtlety. The bonds formed and sacrifices made in their impossible circumstances will stay with me for a long time.","[young-adult, for-history-lovers, tales-from-around-the-world, historical-fiction]",1423183096,9781423183099
Alice McDermott,Someone,"Alice McDermott's latest, quietly luminous novel is near-perfect, an extraordinary book about an absolutely ordinary Irish-American woman who grows up in Brooklyn, marries a good man, raises four children and lives long enough to survive the loss of parents, brother and husband. Out of this quotidian stuff McDermott addresses issues of time, mortality, family and vision and composes a moving picture of a life lived small but full.","[realistic-fiction, for-history-lovers, seriously-great-writing, family-matters, book-club-ideas, historical-fiction]",0374281092,9780374281090
Margaret Atwood,MaddAddam: A Novel,"The final book in a trilogy that began with <em>Oryx and Crake</em> has all the uncompromising indictment and wild, biting wit of Margaret Atwood's very best work (though readers will need to be familiar with the first two books to make the most of this tale of what happened after the ""flood""). The story follows a small group of radical environmentalists after a Viagra-like pill has wiped out most of humanity. The survivors band together in a world cleansed of corporations and carbon emissions and populated by supersmart pigs, genetically engineered sheep and a new breed of humans who will be the future of the Earth.","[science-fiction-and-fantasy, the-dark-side, its-all-geek-to-me, love-stories]",0385528787,9780385528788
Benjamin Percy,Red Moon,"Benjamin Percy surpasses the considerable promise of his earlier works in this story of werewolves, extremism and revolution. When new regulations further threaten the rights and very existence of the Lycan (werewolf) minority, some elect to withdraw to the designated ""homeland,"" others to take up arms. In the midst of this upheaval, two young people are slowly drawn together in an unlikely friendship that could hold the key to survival. With a relentless pace from the opening scene onward, this is genre at its best: dark, bloody and compelling &mdash; offering comment on the ""real"" world we live in, and the choices we have made.","[mysteries-and-thrillers, science-fiction-and-fantasy, rather-long, the-dark-side, its-all-geek-to-me]",1455501662,9781455501663
Edward St. Aubyn,At Last: A Novel,"This novel is the fifth and last in the brilliant series by Edward St. Aubyn. They are all astonishing in their wit and honesty and virtuosity. As St. Aubyn moves Patrick Melrose, his main character, through life, taking him from boyhood to manhood, a lot of ground is covered, including childhood abuse and neglect, drug addiction and life with small children. <em>At Last,</em> in which Patrick attends his selfish and deluded mother's funeral, is hilarious, melancholy and even, in the end, redemptive. </p><p><em>Some books from December 2012 were published too late to make it on last year's roundups; they were considered as candidates this year.</em></p>","[realistic-fiction, the-dark-side, family-matters, seriously-great-writing]",1250023904,9781250023902
Laura van den Berg,The Isle Of Youth: Stories,"Laura van den Berg writes risky stories about the secrets we keep from each other, and from ourselves. Her settings evoke mysterious yearnings. A woman trying to learn how her brother, a scientist, died at an isolated expedition site in Antarctica wishes she had shared with him the secret his first love told her years before when they all shared a house in Cambridge, Mass. Two sisters, whose father disappeared when they were teens, set up shop as private investigators in Florida, with disastrous results. Reading these strange, profound noirish stories is a timely reminder: When we act, there will be consequences.","[poetry, the-dark-side, family-matters, seriously-great-writing, book-club-ideas]",0374177236,9780374177232
Bob Shea,Unicorn Thinks He's Pretty Great,"It's not easy being Goat, especially when that stupid unicorn is running around turning things into gold and making it rain cupcakes. But maybe Unicorn's life isn't all sunshine and roses either? (OK it is, but maybe that's not all it's cracked up to be.) The illustrations are perfect, and I don't know who I love more &mdash; Goat or Unicorn. (They're actually both pretty great.) (For ages 2 to 6)","[npr-staff-picks, kids-books, funny-stuff]",1423159527,9781423159520
Rosie Schaap,Drinking With Men: A Memoir,"A perfect book for the beach, plane or coffee table &mdash; and, most especially, for anyone who loves hanging out in bars but can't quite put their finger on why. It's an addiction, Rosie Schaap tells us, driven by the need to meet good people, hear good stories and learn about life &mdash; not necessarily drink. As she puts it, ""It's never been hard for me not to drink alcohol. It's been hard for me not to go to bars."" After reading this fun, honest memoir, you'll understand why.","[biography-and-memoir, npr-staff-picks]",1594487111,9781594487118
Donna Tartt,The Goldfinch,"It feels like cheating to put Donna Tartt's extraordinary third novel in a ""books of the year"" list. And yet, there are few 800-page novels in the world that, immediately after finishing, I have felt the urge to pick up from the beginning again in a desperate attempt to repeat the experience. <em>The Goldfinch</em> begins with a shocking and tragic event that leaves 13-year-old Theodore Decker without a parent and in possession of a stolen Dutch masterwork. Winding its way through Manhattan, Las Vegas, Amsterdam &mdash; all dark and druggy and dreamy and bleak &mdash; <em>Goldfinch</em> is the rare novel that prompts you to read a beautiful sentence out loud even as you gobble it whole for the plot. A great big Victorian novel that is still distinctively 21st century, it's a book that practices what it preaches: great art seduces, obsesses, and yet, connects.","[realistic-fiction, rather-long, for-art-lovers, book-club-ideas, npr-staff-picks, seriously-great-writing]",0316055433,9780316055437
Gregory Orr,River Inside The River: Three Lyric Sequences,"Gregory Orr is a kind of oracular bard, praising, in short lyrics that comprise three long sequences in this book, the enduring capacity of the poetic imagination to make real headway toward healing the wounds of old trauma. Orr himself accidentally shot his own brother in a childhood hunting accident, a memory that permeates all his work and, paradoxically, becomes a source of extreme compassion. In these poems, you'll find the year's most convincing case for why poetry matters.","[poetry, seriously-great-writing, the-dark-side, family-matters]",0393239748,9780393239744
Jenni Fagan,The Panopticon: A Novel,"Anais Hendricks is only 15, but she's been in trouble for years. She has a serious drug habit, she's been in foster homes since birth, and she may have put a police officer in a coma. Now, she's been sent to live in the Panopticon, a social-work housing experiment for young people. All of the units face inward toward a tower full of guards, watching the inmates. And believe me, it's worth watching Anais, one of my favorite heroines of the year. The plot of <em>The Panopticon</em> is really secondary to the roller coaster of character that is Anais &mdash; her intense, first-person narration illuminates the horrors of a young woman failed again and again by the system in Scotland, but does it by suffusing the reader with her own funny, compassionate, hard-as-nails self. By the end of the book, you'll know a lot of Scottish slang, which may or may not stick with you. Anais, however, most certainly will.","[realistic-fiction, mysteries-and-thrillers, tales-from-around-the-world, the-dark-side, npr-staff-picks]",0385347863,9780385347860
Holly Black,The Coldest Girl In Coldtown,"Welcome back the other kind of vampire: Mad, bad and dangerous to know, Gavriel is a worthy successor to Lord Byron (the supposed real-life inspiration for 19th century vampire literature, and certainly an influence on Gavriel, who might have spotted him a few rounds at a Venetian gaming hell). Holly Black never lets you forget that vampires are, before everything else, human predators. The morning after a wild party, Tana wakes up to find everyone dead &mdash; except her infuriating ex-boyfriend and a red-eyed boy. To get her vampire-bitten ex to safety, they go on what might be the best (or the worst) road trip in YA history, straight to the heart of Coldtown &mdash; a chillingly believable mix of prison camp and old-Vegas glamour.","[young-adult, science-fiction-and-fantasy, the-dark-side]",1780621299,9781780621296
Will McIntosh,Love Minus Eighty,"Imagine a Jane Austen novel set in one of Philip K. Dick's media-saturated worlds, and you've got the idea behind <em>Love Minus Eighty</em>. Will McIntosh's terrific novel is set in a near-future world where the rich wear full-body computers and are constantly surrounded by virtual ""followers"" who hang onto their every conversation &mdash; while also rating them for hotness and intrigue. While an online dating coach yearns tragically for her colleague in a series of funny, light scenes, a more sinister story unfolds alongside. A cryogenics company creates a ""bridesicle"" program, where women who die young and beautiful are frozen until they can ensnare a man willing to marry them and pay for their revival and medical repairs.","[science-fiction-and-fantasy, love-stories, the-dark-side, rather-long, its-all-geek-to-me]",0316217786,9780316217781
Adrian Matejka,The Big Smoke,"Don't think poetry: think biopic. This collection is ripped from the history books, but not limited to the facts; it's suspenseful, even when we all know the ending; and part of the appeal is watching an artist inhabit a famous figure. The actor here is the poet Adrian Matejka, who masterfully plays the parts of the great African-American heavyweight Jack Johnson and his loving but brutalized women. The grim Jim Crow South, the flashy celebrity lifestyle, the shadowboxing with self-doubt &mdash; everything here drives toward Johnson's legendary Fight of the Century against white champion James Jeffries. These poems are shocking and propulsive, like a prizefighter spitting blood to a soundtrack of Verdi; it's impossible to look away.","[poetry, for-history-lovers, biography-and-memoir, npr-staff-picks, love-stories, the-dark-side]",0143123726,9780143123729
Carla Kaplan,Miss Anne In Harlem: The White Women Of The Black Renaissance,"Carla Kaplan's revelatory cultural history explores the lives of white women &mdash; collectively known to Harlemites by the nickname of ""Miss Anne"" &mdash; who risked family exile and social ostracism to be part of the artistic and political movements of the Harlem Renaissance. Blacks suspected them of sentimentality, as well as appropriating what was thought of as a more ""primitive"" culture. The white world, in turn, diagnosed ""Miss Anne"" as either a lunatic or a sexual vampire. British heiress, Nancy Cunard, for instance, was categorized by the U.S. State Department as a ""white woman who had Gone Negro."" Throughout her fascinating book, Kaplan explores the heavy personal price ""Miss Anne"" paid for defying racial norms.","[biography-and-memoir, for-history-lovers, eye-opening-reads, science-and-society, book-club-ideas, rather-long]",0060882387,9780060882389
Lauren Beukes,The Shining Girls,"In her first book set in the U.S., South African novelist Lauren Beukes defies genre, and she dazzles as she does it. <em>The Shining Girls</em> is a murder mystery, thriller and time travel puzzle all in one. A young girl is left for dead in a brutal and seemingly motiveless attack. An itinerant miscreant steps through the door of a menacing house. As their stories converge (through decades and different locales) to a terrifying climax, the reader also meets a group of women &mdash; each ordinary and yet each a chillingly, and fatefully, designated ""Shining Girl.""","[mysteries-and-thrillers, science-fiction-and-fantasy, the-dark-side]",0316216852,9780316216852
Gene Luen Yang,Boxers & Saints,"At first glance, Gene Luen Yang's clean lines and expressive, humorous cartooning style might make it seem as if his tale of the Boxer Rebellion has been bowdlerized for children. But don't be fooled &mdash; Yang is using his considerable gifts to invite us deeper inside his story, so that its ensuing violence and sadness land all the harder. In one volume, a young boy joins the Boxers, who call on spirit gods to aid them in their fight against foreign interference in China. In the second volume, we see the conflict through the eyes of a young girl who renounces her Chinese name and culture to embrace Catholicism. A nuanced exploration of faith and violence, told with a searching, life-affirming empathy.","[comics-and-graphic-novels, tales-from-around-the-world, for-history-lovers, seriously-great-writing, rather-long, for-art-lovers, eye-opening-reads]",1596439246,9781596439245
Brenda Hillman,Seasonal Works With Letters On Fire,"Activism pervades Brenda Hillman's work, nowhere more than in this collection &mdash; the fourth and final installment in her series of elemental meditations (previous books have treated air, water and earth). Here, she gathers not only jumpy, experimental lyrics but also scraps of occasional prose and images &mdash; anything that will help her make the case that the world is a mess and it's up to us to fix it.","[poetry, eye-opening-reads, seriously-great-writing]",0819574147,9780819574145
"Mary Shelley, Gris Grimly",Gris Grimly's Frankenstein,"Popular culture has never really done justice to the brilliant philosophical novel that is Mary Shelley's <em>Frankenstein.</em> Yeah, there's a reanimated corpse, but he reads Milton and discusses philosophy with his creator, who's in some ways the real monster. Grimly delivers all that, and while he's completely faithful to Shelley's text, he brings a visual style that is totally original: Frankenstein chases his creation through a trippy landscape that is by turns Victorian, modern and futuristic. Grimly draws a creature more gruesome than any movie monster, but simultaneously more sympathetic and human.","[comics-and-graphic-novels, mysteries-and-thrillers, for-history-lovers, the-dark-side, its-all-geek-to-me]",0061862975,9780061862977
Josh Hanagarne,"The World's Strongest Librarian: A Memoir Of Tourette's, Faith, Strength And The Power Of Family","Forget every stereotype you have about librarians. Josh Hanagarne, who works in the Salt Lake City Public Library, is 6 feet, 7 inches and can tear a telephone book in half. <em>The World's Strongest Librarian</em> isn't just one of the most interesting books of the year because of the author's incredible story &mdash; he started weightlifting as a way to manage his Tourette syndrome &mdash; but also because of his considerable charisma and charming prose. ""I only knew that everything coming toward me had the potential to wreck me, to derail any plan I could make,"" Hanagarne writes of his disorder. But he doesn't let it, and his chronicle of his fight is as defiant and inspiring as the (strong) man himself.","[biography-and-memoir, family-matters]",1592407870,9781592407873
Susan Wiggs,The Apple Orchard,"Tess Delaney's life is upended when she discovers a family she never knew she had and a long-lost heirloom that could save their land and the business they've built since arriving in California just after World War II. As a treasure hunter on the cusp of reaching all her professional goals, Tess risks it all when she digs into her family's past, uncovering secrets that may offer understanding, second chances and a shot at romance. Mixed in with the engaging contemporary storyline are flashbacks to Nazi-occupied Denmark and the noble actions of Danish citizens during the war. Intriguing, compelling and lovely.","[love-stories, family-matters, for-history-lovers, mysteries-and-thrillers]",0778314936,9780778314936
Juliana Gray,A Duke Never Yields,"Abigail Harewood never wants to get married, but she aims to live life to the fullest &mdash; which includes taking a lover. She sets her sights on the Duke of Wallingford, who has just sworn off women and pledged sobriety for a year. That's a little problematic, since they share a sizzling attraction and, currently, a Tuscan villa. Loosely based on Shakespeare's <em>Love's Labour's Lost,</em> the book starts out with a sparkling, irrepressible heroine and a brooding, damaged hero and spins a mesmerizing tale of romance and self-realization around their journey to love.","[love-stories, for-history-lovers, lets-talk-about-sex]",0425251187,9780425251188
