author,title,text,tags,isbn,isbn13
Kim Zupan,The Ploughmen: A Novel,"Valentine Millimaki is a reticent, insomniac sheriff's deputy in Montana; John Gload is the jailed remorseless murderer Millimaki has been assigned to keep an eye on. Kim Zupan's debut novel is an unsettling meditation on the nature of good and evil, beautifully executed and dark as pitch. Zupan is an unsparing writer, but also a generous, deeply compassionate one, and the relationship between Millimaki and Gload is one of the most troubling, truest ones in recent American fiction.","[mysteries-and-thrillers, realistic-fiction, the-dark-side]",0805099514,9780805099515
Ian McEwan,The Children Act,"In his best novel since <em>Saturday,</em> Ian McEwan gives us another compact, propulsive morality tale about a professional in crisis mode. Fifty-nine-year-old Fiona Maye, a family High Court judge, struggles simultaneously with her husband's determination to swing for a last passionate fling with a much younger woman, and a gnarly case involving the right of a remarkable, not-quite-18-year-old Jehovah's Witness to refuse a lifesaving blood transfusion on religious grounds. Rational Fiona, upset by her marital rift, is unmoored by an onslaught of bewildering emotions. <em>The Children Act</em> raises intriguing questions about both religious and romantic devotion, legality versus morality, and where professional responsibilities end and personal ones begin.","[book-club-ideas, eye-opening-reads, family-matters, love-stories, realistic-fiction, science-and-society, seriously-great-writing, the-dark-side]",0385539703,9780385539708
Margaret Atwood,Stone Mattress: Nine Tales,"This isn't one of those collections that go to great lengths to show you their writer's range. We already know that Margaret Atwood can do many, many things very well. But here, she often focuses on the side of her writing self that might be called ""wicked,"" both in the nature of some of her characters and in the pleasing slyness and cleverness that inform the whole book. The character Verna in the title story is a serial husband-killer who goes on a cruise of the Arctic, where she sets her deadly designs on someone from long in her past. As usual, you want to follow Atwood anywhere.","[book-club-ideas, funny-stuff, poetry, realistic-fiction, science-fiction-and-fantasy, seriously-great-writing, the-dark-side]",0385539126,9780385539128
Tana French,The Secret Place: A Novel,"<em>The Secret Place,</em> Tana French's fifth Dublin Murder Squad novel, pries open the world of teenagers at a girls' prep school, and the homicidal stew of hormones that lurks within could chill the toughest detective's blood.  Detective Stephen Moran turns up at St. Kilda's School outside Dublin in search of answers to a cold case. One of the students has contacted Moran with teasing information about the death of Chris Harper, a Casanova from a nearby boys' school whose corpse was discovered on the grounds of St. Kilda's the previous year. French is sensitive to the look and manner of mean girls and the subtle tortures they so deftly inflict on their victims.","[mysteries-and-thrillers, rather-long, realistic-fiction, tales-from-around-the-world, the-dark-side]",0670026328,9780670026326
Lawrence Wright,"Thirteen Days In September: Carter, Begin, And Sadat At Camp David","Drawing on interviews and archival research, <em>Thirteen Days in September</em> presents an almost minute-by-minute account of one of the last century's greatest diplomatic achievements — the 1978 Israel-Egypt peace treaty negotiated at Camp David. Wright weaves into the story terrific portraits of President Jimmy Carter, Israeli Prime Minister Menachem Begin and Egyptian President Anwar Sadat, along with a history lesson that begins with ancient Egypt and continues to the present-day consequences of the treaty. The book reads like a thriller.","[npr-staff-picks, book-club-ideas, eye-opening-reads, for-history-lovers, science-and-society]",0385352034,9780385352031
Brian Morton,Florence Gordon,"Brian Morton's superb novel <em>Florence Gordon</em> features a 75-year-old woman — an icon of the second wave women's movement — as its heroine. She's a self-described ""difficult woman,"" in the intimidating Lillian Hellman, Susan Sontag, ""Lioness in Winter"" mode. When a glowing review of Florence's latest book appears in the Sunday <em>New York Times,</em> she's showered with the popular acclaim that has eluded her most of her life. Suddenly, Florence is embarking on her first-ever book tour, dealing brusquely with fawning female fans of a certain age, parrying with some patronizing younger feminists and, along the way, sensing the chill of mortality on her skin.","[book-club-ideas, realistic-fiction, seriously-great-writing]",544309863,9785443098630
Amanda Bevill and Julie Kramis Hearne,World Spice At Home: New Flavors For 75 Favorite Dishes,"Ah, the quandary of spices!  Bought on an impulse, doomed to a dark, dusty corner of a cabinet for decades. (Honestly, when's the last time you saw the caraway?) But Seattle-based World Spice Merchants offers a promise of redemption: a smart book packed with spice tales of origin and recipes good enough to throw open those musty cabinet doors every night. And even individual spice mixes get starring roles in several recipes apiece. Never again will you stand in the kitchen holding a half-used jar of <em>dukkah,</em> asking yourself, ""What the devil do I do with this now?""","[cookbooks-and-food, tales-from-around-the-world]",1570619077,9781570619076
Martin Amis,The Zone Of Interest: A Novel,"I usually stay away from Holocaust fiction — the topic is too easy to manipulate for emotional impact. But Amis' new novel — set in a satellite camp of the Auschwitz complex — is different, based on extensive research of the period (which he details at the end of the book). Amis offers convincing interior portraits of the camp commandant, his family, other Germans who find themselves part of the genocide and Jewish prisoners. It's a riveting read.","[npr-staff-picks, book-club-ideas, for-history-lovers, historical-fiction, realistic-fiction, tales-from-around-the-world, the-dark-side]",0385353499,9780385353496
Philippa Gregory,The King's Curse,"If you, too, have been worried that the great Philippa Gregory was going to run out of angles to tell the story of Henry VIII and the fortunes and reversals of the Tudors — I think you can rest easy. The latest in her thankfully never-ending saga is <em>The King's Curse,</em> the very sad tale of Margaret Pole, Countess of Salisbury. Frankly, all these books have a similar feel. Henry VIII ascends the throne, hope rises, many girl babies are born, paranoia sets in, heads roll. But no worries; there's always the knowledge that Elizabeth I will eventually take power in front of a huge screen that says FEMINIST. Added bonuses: This one has a glimpse of young Henry's early pathological anxiety, and a charismatic main character — Margaret Pole is tenacious and intelligent. Plus, there  are a date with an executioner, a moral victory, and more ancillary characters who may get their own books in the future. If there is a king's curse — I've got it bad — I just can't quit you, Henry T.","[npr-staff-picks, book-club-ideas, family-matters, for-history-lovers, historical-fiction, rather-long, realistic-fiction, the-dark-side]",1451626118,9781451626117
Jane Smiley,Some Luck: A Novel,"<em>Some Luck</em> is the first book in a trilogy that will follow an Iowa farm family over 100 years. The story begins in 1920 when Walter and Rosanna Langdon are just setting out on their own. Eventually, they will have five children. The oldest, Frank, takes center stage early on, but author Jane Smiley gives all the Langdons their moment in the spotlight — so much so that you may wonder at first why she spends so much time on the details of each character's life. But as members of the family enter adulthood and some of them move away from the farm, you realize that Smiley is creating a rich universe rooted in the intimate details of family life and set against the all-encompassing sweep of history.","[npr-staff-picks, book-club-ideas, family-matters, for-history-lovers, historical-fiction, realistic-fiction]",0307700313,9780307700315
Edward Carey,Heap House: The Iremonger Trilogy: Book One,"This is a marvelous, brilliant, un-put-down-able book that swings between dark whimsy and harrowing bleakness with dexterity and skill. At the very end of the grimy borough of Filching squats Heap House, home to the Iremonger family, uniquely suited to tending the Heaps — mountains of refuse and salvage so immense that they've created their own microclimate. Each Iremonger has a birth object, a seemingly random item to which he must always be near, lest he sicken and fade away. But why can Clodius Iremonger hear the birth objects speaking their own names? Why are those names so strange? And who has stolen Aunt Rosamud's brass door handle?","[family-matters, science-fiction-and-fantasy, seriously-great-writing, the-dark-side, young-adult]",1468309536,9781468309539
Gabrielle Langholtz,The New Greenmarket Cookbook: Recipes And Tips From Today's Finest Chefs — And The Stories Behind The Farms That Inspire Them,"I've been cherry-picking appealingly fresh recipes from this book, organized by season, since it came out in the spring. Winners include an unusual limy Spicy Sweet Potato Salad and Mark Bittman's beautiful-to-behold Green Tomato Upside-Down Cake. Roasted Bluefish With Pickled Peaches, Sweet Corn, and Opal Basil will have to wait until next summer, but Bill Telepan's Carrot Pancakes With Maple Pears can help fill the void. An added bonus are miniprofiles of some of the farmers who bring their produce to market in New York City every week, helping to cultivate the farm-to-table mania that has spread across the country in the past few decades like — well, an invasive plant, but a good one.",[cookbooks-and-food],0738216895,9780738216898
Marilynne Robinson,Lila: A Novel,"Marilynne Robinson first introduced readers to Lila as a minor character in the novel <em>Gilead.</em> In this book, Robinson fills out the details of Lila's life. She is the wife of John Ames, a minister whose family has a long history in his hometown of Gilead, Iowa. Lila by contrast has no roots: She was abused as a child, then rescued by a woman who brought her up as part of a makeshift family of migrant workers. As an adult, Lila finds herself alone and adrift when she happens into Gilead and meets the reverend. Lila questions Ames about faith and salvation. He is both challenged and attracted by her unflinching honesty. She is touched by his tenderness. Robinson, a writer known for the spare beauty of her prose and a finely honed moral sensibility, has created an unlikely but moving love story that is filled with unexpected moments of grace.","[npr-staff-picks, book-club-ideas, family-matters, love-stories, realistic-fiction, seriously-great-writing]",0374187614,9780374187613
Dana Alison Levy,The Misadventures Of The Family Fletcher,"Dana Alison Levy accomplishes something special with this funny, warm book: She tells an enchantingly timeless story about a family that could only exist today. The Fletchers' hilarious high jinks could have charmed readers in 1852, but Levy's choice to center such stories on two dads raising their four multiracial sons is a refreshingly novel one. To stress the makeup of the family, however, is to do a disservice to the book's primary appeal — the Fletchers' perfectly ingratiating idiosyncrasies and the way all six of them climb directly into your heart. (For ages 9 to 12)","[family-matters, funny-stuff, kids-books]",0385376529,9780385376525
Azar Nafisi,The Republic Of Imagination: America In Three Books,"Sure, you're just looking for a book to read while you're waiting for dinner to cook — but here's a brief reminder courtesy of Iranian-American author Azar Nafisi: Reading fiction is an act of bravery, citizenship and imagination. <em>The Republic of Imagination: America in Three Books</em> feels like a sort of companion to Nafisi's best-selling memoir,<em> Reading Lolita In Tehran,</em> about teaching literature in post-revolutionary Iran. That book illuminated the importance of literature in a theocracy. This one is an impassioned call to reading in a democracy. Using Mark Twain's <em> The Adventures of Huckleberry Finn,</em> Sinclair Lewis' <em>Babbitt</em> and Carson McCullers' <em>The Heart is a Lonely Hunter,</em> Nafisi argues that Americans, so gifted and lucky to live in a democracy, have begun to take reading for granted and marginalize the books that made us great. Not as long as she's around — Nafisi has a gift for making literary criticism fun; reading the book is like auditing the class of the most passionate professor in the department.","[npr-staff-picks, for-art-lovers, science-and-society]",0670026069,9780670026067
Dorie Greenspan,Baking Chez Moi: Recipes From My Paris Home To Your Home Anywhere,"I rate cookbooks on their IQ — Irresistibility Quotient — and Dorie Greenspan's latest scores on the Mensa level. Greenspan says the French leave more elaborate patisseries to professionals; she's filled her new book with the less complicated confections they bake at home. Two simple loaf cakes, one with chopped apples and the other with marbled dark and white chocolate, were both keepers. And you've got to love a cookbook that urges you to ""cajole the batter into the corner of the pan."" Next up: the French counterpart of the classic American chocolate-wafers-and-whipped-cream icebox cake — made with store-bought Petit Beurre cookies dunked in espresso and layered with an easy mocha buttercream. <em>Ooh la la!</em>",[cookbooks-and-food],0547724241,9780547724249
David Dawson,A Painter's Progress: A Portrait Of Lucian Freud,"David Dawson, Lucian Freud's devoted assistant, friend and frequent model for the last 20 years and an artist in his own right, has produced a beautiful tome filled with spellbinding, intimate photographs of the artist, many at work in his squalid, paint-encrusted studio. Particularly fascinating are the portraits juxtaposing Freud's subjects with his paintings of them, eloquently revealing how they were transformed by his art. We see David Hockney sitting, hands folded, beside his fleshier close-up on the easel, while whippet-thin Freud, in characteristic knotted scarf and untied boots, is caught frozen in the doorway clutching a fistful of brushes, as if at the scene of a crime. Fans of this intense painter — who died in 2011 after a lifetime of stripping his sitters bare, often in every sense — won't want to miss this.","[biography-and-memoir, eye-opening-reads, for-art-lovers]",0385354088,9780385354080
Maira Kalman,"Ah-Ha To Zig-Zag: 31 Objects From Cooper Hewitt, Smithsonian Design Museum","Maira Kalman's whimsical, sublimely silly alphabet book celebrates the newly renovated Cooper Hewitt, Smithsonian Design Museum by featuring 31 of her favorite objects from the collection — a quirky companion volume to <em>My Favorite Things,</em> her selection for adults. Flagged items include a medieval Egyptian cap and a 19th century English glazed earthenware poodle. Just don't look for the dog under D or P. Nope, you'll find it under E — for ""the cutest dog on Earth…(Except for your dog),"" with all the e's printed in red. And don't look for the letter O in its usual place because — ""Oops! We left out O. Oh well. We all make mistakes."" Expect giggles.","[eye-opening-reads, for-art-lovers, funny-stuff, kids-books, science-and-society]",0847843777,9780847843770
Bob Staake,My Pet Book,"What's a perfect pet? For the little boy in Bob Staake's charming, rhyming picture book brightly illustrated in his rounded, cartoonish style, it's ""a frisky red hardcover"" that doesn't shed or drink from toilet bowls, and ""didn't even poop."" All's well until the maid (the book's one odd move) cleans up the house and gives the beloved book to charity. Fortunately this paean to bound books in an age increasingly dominated by screens ends well: ""And now the boy and his pet book / Had their very own tale to tell."" (For ages 3 to 7)","[family-matters, kids-books]",0385373120,9780385373128
Colm Tóibín,Nora Webster: A Novel,"Colm Tóibín's quietly moving quasi-autobiographical novel, set at the beginning of the 1970s in his hometown of Enniscorthy, Ireland, charts his titular character's brave, incremental steps toward forging a new life for herself after the premature death of her husband, a beloved local schoolteacher. Left with paltry finances, two daughters away at school and two pre-adolescent sons still at home, Nora is forced to return to the dull office job from which marriage liberated her. As always, Tóibín's tone is subdued, but there's solace for the reader, as Nora discovers new sources of contentment and strength, including a deepening involvement with classical music.","[book-club-ideas, family-matters, realistic-fiction, seriously-great-writing, tales-from-around-the-world]",1439138338,9781439138335
Barbara Stuber,Girl In Reverse,"Adopted as a toddler by an American couple, Lily Firestone is the only Asian student in her Kansas City high school. It's 1951 and, with the Korean War raging, she has become a target for prejudice disguised as patriotism. When her younger brother discovers a box of Chinese artifacts, Lily's once-faded memories are jolted as she attempts to unravel the mystery of her ""Gone Mom."" Her search for the answers leads to more questions, yet Lily persists, unable to rest until she knows the truth, however painful it may be. This gripping novel is for anyone who has ever felt out of place.","[family-matters, for-history-lovers, historical-fiction, realistic-fiction, the-dark-side, young-adult]",1442497343,9781442497344
David Joachim,Cooking Light Global Kitchen: The World's Most Delicious Food Made Easy,"There's a reason you'll recognize many of the international foods in this book — they're the ones that made it to this country and became American favorites: pizza, pad thai, chicken tikka masala, moussaka, bulgogi, baklava. Veteran cookbook author David Joachim has translated them all into culinary adventures you can take at home. Take note, though — because they're ostensibly <em>Cooking Light</em> recipes, the calorie counts, and in turn, the portion sizes, are austere. And they're too good not to have seconds. If it says ""Serves 4,"" invite just one very, very good friend to share with you.","[cookbooks-and-food, tales-from-around-the-world]",0848739981,9780848739980
Megan McDonald and Katherine Tillotson,Shoe Dog,"What happens when you're a freshly adopted dog, desperate for a permanent home full of belly rubs and nose kisses but afflicted with a tragic, irresistible need to chew not boring old bones or squeaky old toys … but shoes? An age-old battle between ego and superego is what — and one to which many wee beasties (and exasperated parents) might relate. Megan McDonald's language is infectious — you'll be personifying your pets with her quotes in no time — and Katherine Tillotson's chaotic, vibrant scribbles are full of subtle nuance. Just watch how Shoe Dog's lines change when he becomes well-behaved. (For ages 4 to 8)","[family-matters, funny-stuff, kids-books]",1416979328,9781416979326
"Josh O'Neill, Andrew Carl and Chris Stevens (editors)",Little Nemo: Dream Another Dream,"<em>Little Nemo in Slumberland</em> creator Winsor McCay might blush to see the awe-inspiring tribute his successors have assembled. On massive, 16-inch-by-21-inch pages (the same size as those on which McCay drew his seminal newspaper cartoon), some of the most exciting artists working in comics have created wildly diverse interpretations of Nemo and his exploits.  Some contributors update Nemo; others subvert his Edwardian-era cheeriness; many simply send him on new adventures, re-creating McCay's style with startling facility. They're not very dreamlike, but these comics, like McCay's, are more enjoyable than the sweetest slumber.","[comics-and-graphic-novels, for-art-lovers, rather-short, science-fiction-and-fantasy]",0989907694,9780989907699
Ian Haney López,Dog Whistle Politics: How Coded Racial Appeals Have Reinvented Racism And Wrecked The Middle Class,"It's a bracing premise: Indirect messages centered on stereotypes about minorities have persuaded middle-class and poor white people to support a government controlled by wealthy elites. While obvious racism is repudiated today, public life is filled with covert messages about who uses welfare more or who commits more crime, calibrated to reach white voters. Ian Haney López traces stereotypes of black criminality to the end of slavery, when Southern states used criminal convictions to lease black convicts out as forced labor. But his most depressing thesis is simple: Many who believe these messages are not hate-filled bigots but decent people, simply misled by the dog whistle.","[npr-staff-picks, eye-opening-reads, for-history-lovers, science-and-society]",0199964270,9780199964277
Patrick Leigh Fermor,The Broken Road: From The Iron Gates To Mount Athos,"This is the very long awaited conclusion to Patrick Leigh Fermor's unforgettable, three-part travelogue, which describes his adventures during a walk from the Hook of Holland to Constantinople (a name he romantically preferred to Istanbul) as a young man in the early 1930s. The first volume, published in 1977, astonished readers with its picaresque cast of characters and vast, seemingly effortless erudition about between-wars Europe and the myriad shifting empires that preceded it. The second volume, published in 1986, was equally celebrated, but the end of the tale lay unfinished for decades, as an aging Fermor suffered from writer's block. Finished posthumously by travel writer Colin Thubron and Fermor biographer Artemis Cooper, <em>The Broken Road</em> describes Fermor's arrival in Istanbul and his push on to Greece, where he eventually made his home. Occupying a place somewhere between fiction and nonfiction — Fermor was said to have had a prodigious memory, but admitted later that he'd taken some liberties filling in the blanks — the trilogy stands out for its lyrical prose and piercing intelligence, both lightly worn.","[npr-staff-picks, biography-and-memoir, tales-from-around-the-world]",1590177541,9781590177549
Charles D'Ambrosio,Loitering: New And Collected Essays,"Charles D'Ambrosio's essay collection <em>Orphans</em> became a cult classic not long after its 2004 release by a small Portland, Ore., press. Tin House has reissued the long-out-of-print book this year, with a new title, introduction and a few more essays. D'Ambrosio is one of his generation's most talented writers, and this collection — featuring essays about housing developments, mental illness, Native American whaling and much more — is his masterpiece.","[biography-and-memoir, eye-opening-reads, science-and-society, seriously-great-writing]",1935639870,9781935639879
Cece Bell,El Deafo,"It's been a banner year for children's graphic novel memoirs — and the best of the bunch is Cece Bell's <em>El Deafo.</em> Profoundly deaf after a bout with meningitis, Cece starts first grade with the help of a new hearing device, a Phonic Ear, which is big and clunky and strapped to her chest. The Phonic Ear makes her different, sure, but it also transmits her teacher's voice directly to her hearing aid, which makes her feel like a superhero: El Deafo! Cece has a tough time connecting with her peers — this is, of course, difficult whether you're hard of hearing or not. The book portrays some heart-wrenching struggles, but what's notable is Cece's authentic positivity throughout the experience. The book is wonderfully detailed about the emotional and practical challenges she faces, and it's also laugh-out-loud funny at times. (A lip-reading Cece mistakes a student telling her ""my grandma may die"" for ""my grandma makes pies."") The art is charming — all the characters have bunny faces and ears — and despite its length, it's a book that a variety of ages can enjoy.","[npr-staff-picks, biography-and-memoir, comics-and-graphic-novels, eye-opening-reads, family-matters, kids-books]",1419712179,9781419712173
Jandy Nelson,I'll Give You The Sun,"This book is many things at once, all of them engrossing. It's a book where teenagers think in almost indulgently poetic language while still sounding genuinely adolescent. It's two separate but equally intoxicating love stories. It's the story of Noah at 13, falling for the magic boy next door. And it's the story of his twin sister, Jude, three years later, haunted by her mom's spiteful ghost and barely speaking with the twin who used to feel like half of her own self. And, most of all, it's the mystery of what happened to tear Noah and Jude apart, and what — if anything — can bring them back together again.","[family-matters, lets-talk-about-sex, love-stories, realistic-fiction, seriously-great-writing, young-adult]",0803734964,9780803734968
David Peace,Red Or Dead: A Novel,"You don't have to be a fan of the world's most popular sport to enjoy David Peace's ""fictional biography"" of soccer coach — uh, ""football manager"" — Bill Shankly, whose tenure at Liverpool Football Club was one of the most successful in British history. Peace's novel has echoes of James Joyce, but it really resists any comparisons — sprawling, ambitious and heartbreaking, it's one of the best sports novels in recent years.","[for-history-lovers, historical-fiction, realistic-fiction, tales-from-around-the-world]",1612193684,9781612193687
Shigeru Mizuki,Showa 1944-1953: A History Of Japan,"Shigeru Mizuki endures much in <em>Showa 1944-1953: A History of Japan,</em> the third volume in his autobiographical graphic novel. Stationed in New Guinea at the end of World War II, he's at the mercy of superiors who lust psychopathically for heroic death (both their subordinates' and their own). He's laid low with malaria and even loses an arm, then faces the privations of the postwar period. Mizuki has plenty of bitterness, but the overarching mood is one of gratitude. He owes his survival, he says, to ""some magical thread of destiny.""","[biography-and-memoir, comics-and-graphic-novels, for-history-lovers, tales-from-around-the-world]",1770461620,9781770461628
Kerry Howley,Thrown,"Kerry Howley isn't your typical mixed martial arts fan. The writer became hooked on the sport while working on a graduate degree in Iowa. In her highly original memoir, <em>Thrown,</em> Howley follows two local fighters at very different points in their careers, from their training gyms in Iowa to big events in New Orleans, Las Vegas and New Jersey. Hilarious, sometimes tragic, and philosophical, Howley's first book is remarkably innovative and self-assured. It's a sly, unexpected and endlessly promising debut.","[biography-and-memoir, eye-opening-reads, funny-stuff, its-all-geek-to-me]",1936747928,9781936747924
Molly Wizenberg,"Delancey: A Man, A Woman, A Restaurant, A Marriage","Molly Wizenberg's second book is the story of opening a restaurant with her husband, and she pulls no punches about the difficulties of entrepreneurship and making dreams real. She's also very frank about her unhappiness with their new venture, until she finds a way to carve out a place for herself. It's the kind of book I want to hug — a cozy, quick read about reinvention, marriage and, of course, food.","[npr-staff-picks, biography-and-memoir, cookbooks-and-food, family-matters, love-stories]",1451655096,9781451655094
"Jonas Jonasson, translated by Rachel Willson-Broyles",The Girl Who Saved The King Of Sweden: A Novel,"I work in nonfiction, so I'm always looking for a fun tale to escape with, especially on that long flight home after a tough assignment. Jonas Jonasson had me from the beginning of this book with his main character, Nombeko. She has all the wit and ingenuity of another famous Swedish character — Stieg Larsson's Lisbeth Salander — but thankfully for the King of Sweden, a good deal less rage and resentment. The story begins in apartheid South Africa and ends on a potato farm in modern-day Sweden. Along the way, Jonasson delivers well-developed characters and satire that's spot-on. The book is hilarious and even heartbreaking, but always quirky and entertaining. I couldn't put it down, let alone save some of it for my next plane ride.","[npr-staff-picks, funny-stuff, tales-from-around-the-world]",0062329127,9780062329127
Smith Henderson,Fourth Of July Creek: A Novel,"When I was a little kid in the late 1970s, my parents moved our family to rural western Montana, which happens to be the same time and setting for Smith Henderson's debut novel. Thankfully, Henderson's Montana is a good deal darker than that of my childhood; his characters and vivid portrayal of the state and all its poverty make for a fascinating read. The plot centers on a social worker who involves himself in the life of a reclusive family just as the father starts to attract the attention of the FBI. The fact that parts of this book are also set in two of my favorite cities — Missoula, Mont., and Austin, Texas — in a sleepier era didn't hurt either.","[npr-staff-picks, family-matters, rather-long, realistic-fiction, the-dark-side]",0062286447,9780062286444
Glenn Kurtz,Three Minutes In Poland: Discovering A Lost World In A 1938 Family Film,"At the center of this beautiful book is three minutes of film footage showing 1938 Nasielsk, a tiny Polish town, from a home movie that Glenn Kurtz found in his grandparents' closet. There are delighted children, people jumping and waving — just a few moments of normalcy in a town that, a year later, would be devastated when the Nazis marched into Poland. When a young woman recognizes her grandfather Moszek Tuchendler, now Maurice Chandler, as a grinning teenager in footage Kurtz posts online, he begins to reconstruct a vanished world. A combination of luck and hard work reveals the harrowing story of some of the Polish Jews in the town — a community of 3,000, of whom fewer than 100 people survived. It's an unusual Holocaust tale — a reconstruction of the moment just <em>before</em> the shadow that fell on Europe, and it reminds us that the horror wasn't just the violence itself, but the loss of a vibrant, joyful, bustling life.","[npr-staff-picks, biography-and-memoir, eye-opening-reads, family-matters, for-history-lovers, science-and-society, tales-from-around-the-world]",0374276773,9780374276775
James Booth,"Philip Larkin: Life, Art And Love","Whether the new biography of poet Philip Larkin is for you will depend on two things: whether you adore the poetry (you do? Let's be friends!), and if you're interested in hearing more about the softer side of Larkin. The other side is well-known — there is plenty of evidence to suggest Larkin was a real jerk: a bigot, a misogynist, a drunk. This biography is by James Booth, who knew him for almost two decades and accentuates Larkin's kinder attributes. Even as a die-hard fan of the poetry, I don't know enough to weigh in on who he really was — and in many ways, Booth may seem like an apologist — but there's still pleasure in the argument itself, and in the many detailed critical passages. Is Booth's funnier, affectionate Larkin the real man? Maybe, maybe not — but no matter who he was, he's still the man who wrote <em>An Arundel Tomb.</em> ""What will survive of us is love.""","[npr-staff-picks, biography-and-memoir, for-art-lovers, poetry, rather-long]",1620407817,9781620407813
Kai Bird,The Good Spy: The Life And Death Of Robert Ames,"This is spy craft, ladies and gentlemen; not a James Bond action movie or a John le Carré psychological thriller. This is spy craft practiced by a gentleman you've never heard of and never would have, had things gone well. Intelligent, religious and fiercely patriotic, Robert Ames was the kind of person you want working for the CIA; the kind of person you hope <em>is</em> working for the CIA. <em>The Good Spy,</em> Kai Bird's biography of Ames, is absolutely steeped in the reality of being a spy. Read this book to learn who's trying to protect you in a world full of threat.","[npr-staff-picks, biography-and-memoir, eye-opening-reads, for-history-lovers, science-and-society, tales-from-around-the-world]",0307889750,9780307889751
E. Lockhart,We Were Liars,"All her life, beautiful and privileged Cadence Sinclair Eastman has spent idyllic summers on her family's private island. But during her 15th summer, a mysterious accident that she cannot remember befell her, causing pain both physical and emotional. Now 17, Cadence returns to the island and struggles to piece together what has happened. Instead of simple answers, secrets and lies are revealed, denied and questioned. An engaging page-turner, this book lures you in and won't let go — right up to the shocking end.","[family-matters, mysteries-and-thrillers, the-dark-side, young-adult]",0385741262,9780385741262
Lenny Kleinfeld,Some Dead Genius,"Actually, the best tag for this book is ""Funny Stuff From The Dark Side For Art Lovers."" This is a Chicago noir: smart, edgy and profane (<em>very</em> profane) yet with the endearing quality of a major city that embraces the Cubs. Author Lenny Kleinfeld brings together a smart cop, a sleazy art dealer, outlandish artists and a hilariously stupid knuckle-breaker (and the capo who hates him) in a rollicking caper that you constantly think you've got figured out until you don't. This book is fun. Loads of fun.","[npr-staff-picks, for-art-lovers, funny-stuff, mysteries-and-thrillers, the-dark-side]",1496034368,9781496034366
"Elena Ferrante, translated by Ann Goldstein",Those Who Leave And Those Who Stay,"In August, out of nostalgia for a 2013 visit to Italy, I picked up <em>My Brilliant Friend,</em> the first of Italian novelist Elena Ferrante's ""Neapolitan Novels"" about a lifelong friendship between two exceptional girls determined to overcome the circumstances of their tough Naples neighborhood. By the time I'd devoured Book 2, <em>The Story of a New Name,</em> the third novel, <em>Those Who Leave and Those Who Stay,</em> had just been released in English. (All three are translated from Italian by Ann Goldstein.) In this book, the girls are grown and leading markedly different lives with families of their own. If you're looking for a cozy, soothing read, forget it: This sharp, perceptive chronicle of a fraught female friendship reads like a thriller. My only comfort in reluctantly turning the last page was learning that a fourth book will be published next fall.","[npr-staff-picks, realistic-fiction, seriously-great-writing, tales-from-around-the-world]",1609452339,9781609452339
Chrysler Szarlan,The Hawley Book Of The Dead: A Novel,"There's magic and then there's <em>magic.</em> Revelation ""Reve"" Dyer walks a fine line between the two as part of a Las Vegas couple that performs to packed houses on the Strip. But her family's world is turned upside down when a sabotaged prop leads to the death of her husband. As details slowly tease out, our narrator flees with her family to a small Massachusetts town with its own story to tell. Like generations of her family's women before her, Reve struggles to balance living in a normal world while facing the dangers that accompany her mysterious, magical inheritance. Author Chrysler Szarlan hooked me with realism, but I stayed for the magic!","[npr-staff-picks, family-matters, mysteries-and-thrillers, science-fiction-and-fantasy, the-dark-side]",0345545028,9780345545022
Zia Haider Rahman,In The Light Of What We Know: A Novel,"This dazzling first novel by British-Bangladeshi author Zia Haider Rahman follows two old friends, one a child of Pakistani privilege, the other born into poverty in Bangladesh. Both work in finance and meet in London after a long separation; and both of their lives are disintegrating in different ways. As the book tells their stories, it addresses exile, love, mathematics, religion, the war in Afghanistan and the financial crash of 2008. Don't be put off by the length of the book (more than 500 pages) or its breadth — the writing shimmers.","[npr-staff-picks, book-club-ideas, rather-long, realistic-fiction, seriously-great-writing, tales-from-around-the-world]",0374175624,9780374175627
"Assaf Gavron, translated by Steven Cohen",The Hilltop: A Novel,"Americans may not recognize the portrait of Israel in Assaf Gavron's most recent novel, but Israelis sure will. It's set in an illegal Jewish settlement on the West Bank. The residents are a cross section of Israeli society who joined the settlement for any number of reasons: religious, ideological or simply in search of anonymity. The book deals with Israel's overarching conflicts — Jew versus Jew, Jew versus Palestinian — and presents them with a nuanced complexity that feels very real. It's a funny and ultimately melancholy read.","[npr-staff-picks, book-club-ideas, eye-opening-reads, rather-long, realistic-fiction, tales-from-around-the-world]",1476760438,9781476760438
Marla Frazee,The Farmer And The Clown,"Accidentally ejected from a circus train, a cheerful child clown is taken in by a solemn old farmer. After washing up, the farmer is surprised to find that without makeup the little lost clown's face is sad and scared. Wanting to cheer his ward up, the stalwart farmer finds himself entertaining the little clown, forging a heartfelt friendship in the process. But when the train returns for its passenger, the farmer is heartbroken and alone once more. Or is he? The deceptively simple art is brilliant and this wordless picture book has much to say about loneliness and love. (For ages 4 to 8)","[family-matters, kids-books]",1442497440,9781442497443
