author,title,text,tags,isbn,isbn13
A.X. Ahmad,The Last Taxi Ride: A Ranjit Singh Novel,"The second installment of A.X. Ahmad's Ranjit Singh mystery series is even better than the first (The Caretaker). Ex-Indian army Capt. Singh has left Martha's Vineyard for the shadowy streets of Manhattan, where he's now driving a taxi and attempting to save enough money to have a well-appointed second bedroom for his daughter's visits from their home country. When Bollywood star Shabana Shah is murdered after an encounter with Singh, police suspect the worst — but Singh knows something even more terrible connecting the beautiful actor with a bizarre and lucrative underworld industry. Great pacing and unforgettable details make this a procedural not to be missed.","[mysteries-and-thrillers, tales-from-around-the-world]",1250020441,9781250020444
Heidi Cullinan,Fever Pitch,"Closeted Aaron hooks up with out-and-proud — and harassed — Giles, then arranges to go to the same small private Midwest college Giles is attending. Mixed signals have the boys circling each other warily, but when they finally come together, the relationship is intense — and brings down the wrath of Aaron's father. Buoyed by campuswide support, especially from a music department that's like a second family, Aaron begins to feel safe, but a truly malevolent enemy is determined to keep them apart forever. A touching romance that spotlights how devastating (and sometimes dangerous) coming out can be, as well as the healing power of love and music.","[family-matters, for-music-lovers, identity-and-culture, lets-talk-about-sex, love-stories]",1619226189,9781619226180
Kristan Higgins,If You Only Knew,"A winning story of two sisters navigating love and betrayal, from romance star Kristan Higgins. Wedding dress designer Jenny is determined to leave behind the ex-husband who abandoned her but still wants to be ""best friends,"" so she moves back to her suburban hometown — just in time for her sister Rachel's seemingly perfect marriage to implode. Rachel loves her comfortable life but feels she can't trust her husband. Meanwhile, Jenny is drawn to her emotionally wounded neighbor — and has to keep a secret that puts undue pressure on both sisters' romantic relationships. Poignant, funny and richly entertaining.","[book-club-ideas, family-matters, love-stories, realistic-fiction]",037378497X,9780373784974
Mary Robinette Kowal,Of Noble Family,"In this final installment of Mary Robinette Kowal's ""Glamourist"" series, illusion-casting glamourists Jane and Vincent travel to Antigua to deal with the death of Vincent's father, Lord Verbury — a cruel despot who has left behind a ruined estate and terribly abused, angry slaves. Verbury's machinations from beyond the grave trap Jane and Vincent on his plantation — but all is not as it seems, and they end up both helping and learning from a clever community of native glamourists who have crafted a rich society beyond the reach of the island's landowners. A perfect end to a not-to-be-missed series.","[historical-fiction, love-stories, science-fiction-and-fantasy]",0765378361,9780765378361
Sonali Dev,The Bollywood Bride,"A Bollywood superstar with an icy reputation, Ria travels to Chicago for a friend's wedding — and has to face Vikram, the first love she left behind. Convinced Ria abandoned him to pursue fame and fortune, Vikram at first tries to avoid her, but finally gives in to temptation. However, when the secrets Ria tried to bury are unearthed, Vikram re-examines their painful history. It may be too late to be Ria's hero, but he'll do everything he can to help her save herself. An exquisite, romantic novel with haunting universal themes.","[family-matters, identity-and-culture, lets-talk-about-sex, love-stories, tales-from-around-the-world]",1617730157,9781617730153
Marisa de los Santos,The Precious One: A Novel,"After her estranged father falls ill, Taisy Cleary returns to the town where she grew up and becomes embroiled in the life of her half-sister, 16-year-old Willow. Home-schooled Willow is floundering in her first year of private school, but she's not exactly ready to accept any help from her long-gone sister. As the two adjust to each other, Willow's world broadens and Taisy reconnects with a lost love, and they each learn to redefine and expand their ideas of love and family. Smart, vibrant, textured and lyrical.","[book-club-ideas, family-matters, love-stories, realistic-fiction]",0061670898,9780061670893
Beatriz Williams,Tiny Little Thing,"Tiny Hardcastle is supporting her husband's 1966 bid for Congress when a series of unexpected events make her question everything — especially the secret fling she had, just before her wedding, with her husband's cousin Caspian. Caspian returns from Vietnam a wounded hero, and their attraction flames back to life just as suggestive photos surface, Tiny's husband becomes furtive, his family turns intimidating and her capricious sister arrives in trouble: lots of ""tiny little things"" that add up to concern, if not danger. An elegant and stylish story that pays homage to a lost era while exploring timeless themes of love, romance and finding yourself.","[historical-fiction, lets-talk-about-sex, love-stories, realistic-fiction]",0399171304,9780399171307
Tessa Dare,When A Scot Ties the Knot: Castles Ever After,"At 16, shy Madeline dodged the London marriage mart by creating a fictional suitor, a captain off fighting Napoleon. She sent him letters for years to maintain the ruse, before claiming he had died. But sometimes odd twists of fate are the answers to silent prayers, the culmination of barely acknowledged dreams. When the war ends, Madeline is a spinster in a remote Scottish castle — and then one Captain Logan shows up, demanding her hand in marriage in exchange for concealing the years of love letters mistakenly routed to him. <em>When a Scot Ties the Knot is lovely,</em> romantic and thought-provoking.","[historical-fiction, lets-talk-about-sex, love-stories]",0062349023,9780062349026
Lori Ostlund,After The Parade: A Novel,"A man named Aaron leaves his longtime partner to move to San Francisco and begin a new life as a teacher of English as a second language — while confronting the dark corners of his Midwestern childhood, including his father's abuse and sudden death. <em>After the Parade</em> is a sprawling, hefty narrative — deeply sad and profoundly moving — and its prose is like a second protagonist: Vibrant, living and practically lifting off the page.","[family-matters, realistic-fiction, seriously-great-writing]",1476790108,9781476790107
Emily Schultz,The Blondes: A Novel,"Hazel, a graduate student who has been having an affair with her married professor, discovers her pregnancy and witnesses the beginning of an epidemic on the same terrifying day. The mysterious illness, in which blond women attack strangers with rabid ferocity before dying themselves, seizes the country, and Hazel struggles to get home in the midst of the madness. <em>The Blondes</em> is scary and deeply, bitingly funny — a satire about gender that kept me reading until 4 in the morning — and a fine addition to the all-too-small genre of feminist horror.","[book-club-ideas, ladies-first, mysteries-and-thrillers, science-fiction-and-fantasy, the-dark-side]",1250043352,9781250043351
Adrienne Celt,The Daughters: A Novel,"In this lush, finely wrought novel, a professional opera singer named Lulu has a child and loses both her voice and beloved grandmother in the same day. Certain that this has happened because of a curse that stalks the women in her lineage, she plumbs the depths of her past and her heritage to confront it. Equal parts feminist fairy tale and elegy, <em>The Daughters</em> is a gorgeous exploration of music, family history and motherhood","[book-club-ideas, family-matters, for-music-lovers, ladies-first, rather-short, science-fiction-and-fantasy, seriously-great-writing]",1631490451,9781631490453
Lidia Yuknavitch,The Small Backs Of Children: A Novel,"A photographer takes a picture of a young girl in Eastern Europe, running from the explosion that's just atomized her parents and brother — and with that image the photographer's friend, a writer grappling with the long-ago loss of her infant daughter, is undone. To help her, other artists — friends, lovers, family — mobilize to locate the girl in the midst of war. This erotic, beautifully disturbing exploration of sex and violence is a fast, lyrical read, but don't let the brevity fool you — its effects will linger long after the last page.","[for-art-lovers, lets-talk-about-sex, rather-short, realistic-fiction, tales-from-around-the-world]",0062383248,9780062383242
Lauren Acampora,The Wonder Garden,"These linked short stories probe the hidden lives of a small Connecticut town. <em>The Wonder Garden</em>'s protagonists may seem like your ordinary upper-class New England suburbanites, but lurking underneath are stories both grotesque and tragic: a man who becomes obsessed with touching a human brain; a woman who has stopped her car at a stop sign and can't bring herself to start it again; an artist who covers a client's home in giant insects. A weird and compelling collection.","[poetry, realistic-fiction, seriously-great-writing]",0802123554,9780802123558
Vanessa Garcia,White Light,"An artist with a faltering career encounters the opportunity of a lifetime, immediately before her father's sudden death. As her grief unspools, so does the narrative — in which her memories of him, and her thoughts about his life and death, can only be filtered through the many paint colors she uses to create her masterpiece. A beautiful meditation on the creation of art and difficult familial love.","[book-club-ideas, family-matters, for-art-lovers, realistic-fiction, seriously-great-writing]",0991355547,9780991355549
"Kelly Sue DeConnick, illustrated by Valentine De Landro",Bitch Planet Vol. 1: Extraordinary Machine,"If you like your feminism dangerous, this is the comic for you. In a near-future where society has been taken over by the ""fathers,"" women branded ""non-compliant"" — too opinionated, too fat, too unmanageable — are deposited on a prison planet awash in violence and nudity straight out of a 1970s exploitation flick. Kelly Sue DeConnick's story is wildly original and Valentine De Landro's art is down-and-dirty. Particularly fun are the old-fashioned comic book ads between chapters, like one for X-Ray Specs: ""The Perfect Way to See Through His Intentions!""","[book-club-ideas, comics-and-graphic-novels, ladies-first, science-fiction-and-fantasy, the-dark-side]",1632153661,9781632153661
edited by Tom Devlin,"Drawn & Quarterly: 25 Years Of Contemporary Cartooning, Comics And Graphic Novels","Here's one for the comics maven on your shopping list — even if that's you. Venerated publisher D&Q has gone all-out with this 776-page anniversary tome. Works by alt-comics luminaries Chris Ware, Daniel Clowes, Joe Sacco, Adrian Tomine, Art Spiegelman, Peter Bagge, Lynda Barry and Julie Doucet intermingle with creations by a bevy of up-and-comers, plus numerous essays on the form. Want to remember why comics can be an intellectual treat? This volume does the trick.","[comics-and-graphic-novels, for-art-lovers, rather-long]",177046199X,9781770461994
Ed Piskor,Hip Hop Family Tree Book 3: 1983-1984 (Vol. 3),"Ed Piskor navigates the convoluted history of early-'80s urban culture with a buoyant combination of insight and good cheer. He captures such moments as the Beastie Boys' transition from hardcore to rap, the rise of the Fat Boys, the creation of Whodini's <em>Escape</em>, and Russell Simmons and Rick Rubin's forging of the Def Jam label. His graphical skills are formidable. Though he works in a huge, 9-inch-by-13-inch format, each page barely seems to contain its subjects' energy.","[comics-and-graphic-novels, for-art-lovers, for-history-lovers, for-music-lovers, identity-and-culture, its-all-geek-to-me, nonfiction]",160699848X,9781606998489
"John Lewis, Andrew Aydin, illustrated by Nate Powell",March: Book Two,"Comic books are known for their heroes, but the heroes in U.S. Rep. John Lewis' comic are largely nameless; they're found among the tens of thousands of people who participated in the civil rights struggle of the 1960s. Lewis, who headed the Student Non-Violent Coordinating Committee, downplays his own actions — and humbles other notable figures too. Artist Nate Powell keeps the speeches and meetings from being dull. His pen skitters and dances, imbuing every human face and form with explosive potential.","[biography-and-memoir, comics-and-graphic-novels, eye-opening-reads, for-history-lovers, identity-and-culture, nonfiction]",1603094008,9781603094009
"Shigeru Mizuki, translated by Zack Davisson",Showa: A History of Japan 1953-1989,"Celebrated manga artist Shigeru Mizuki, who died in November, put his quirky personality and passionate moral sense on display in this history of 20th-century Japan. In four volumes Mizuki alternated between historical events – with a bias toward the scandalous and macabre – and personal experience. In this final volume his occasional departures from reality, as when he apparently has a mental breakdown from overwork, add an unsettling but fascinating note. Mizuki's sketches of Japan and New Guinea, with his patented blend of clashing styles, are piquant and engaging throughout.","[biography-and-memoir, comics-and-graphic-novels, for-history-lovers, identity-and-culture, nonfiction, rather-long, tales-from-around-the-world]",1770462015,9781770462014
Riad Sattouf,"The Arab Of The Future: A Childhood In The Middle East, 1978-1984: A Graphic Memoir","Riad Sattouf's pen frisks and wiggles, but his drawings and his message are more complex than they appear. Telling of his childhood in Libya, Syria and France in the early 1980s, Sattouf — a former contributor to the French humor magazine <em>Charlie Hebdo</em> — denounces pan-Arabism and Islamic politics. This graphic memoir has been compared to <em>Persepolis</em>, Marjane Satrapi's graphic novel about growing up in Iran. In fact, it's a kind of anti-<em>Persepolis</em> in its icy cynicism.","[biography-and-memoir, book-club-ideas, comics-and-graphic-novels, family-matters, identity-and-culture, nonfiction, tales-from-around-the-world]",1627793445,9781627793445
Jennifer Hayden,The Story Of My Tits,"Life surges and flows, unstoppable, in Jennifer Hayden's graphical autobiography. It may be organized around Hayden's experience of having breasts and losing them to cancer, but it's far more than just a record of the existence of two bumps of flesh. It's also a rebuttal to the forces of illness and early death. Hayden shouts back with everything she has. Placed alongside dozens of other experiences in this long book, cancer isn't allowed to shove joy, hope and humor offstage.","[biography-and-memoir, comics-and-graphic-novels, family-matters, ladies-first, nonfiction]",1603090541,9781603090544
Sydney Padua,The Thrilling Adventures Of Lovelace And Babbage: The (Mostly) True Story Of The First Computer,"With her look at the first computer, Sydney Padua transforms punch cards and little brass cogs into the stuff of legend. Her Victorian heroes are nothing if not memorable: The larger-than-life computational genius Charles Babbage, Padua writes, was a ""blend of Mr. Pickwick, Mr. Toad, Don Quixote and Leonardo da Vinci."" The once-overlooked, eccentric math whiz Ada Lovelace smokes a pipe and scribbles equations. Padua's exaggerated, loopy drawing style keeps the energy high. Her characters gasp and glower and grin; their hair ruffles in the steam.","[comics-and-graphic-novels, eye-opening-reads, for-history-lovers, historical-fiction, its-all-geek-to-me, ladies-first]",0307908275,9780307908278
Ann Leckie,Ancillary Mercy,"It would be a mistake to go into <em>Ancillary Mercy</em> hoping for the same lightning-strike of <em>Ancillary Justice</em>. The first installment of Ann Leckie's trilogy opened a world; by now, things are so complicated for protagonist Breq that all you can hope for is to be satisfied. Luckily, <em>Mercy</em> delivers. The world-building particularly shines in the machinations of this closing chapter, as Breq tries to use her new political powers to stop a war with all the weapons the Radchaai Empire has at its disposal: insinuation, shifting loyalties and the second-best tea set.",[science-fiction-and-fantasy],0316246689,9780316246682
"translated by Malcolm C. Lyons, illustrated by Coralie Bickford-Smith",Tales Of The Marvellous And News Of The Strange,"It's hard to imagine shaking off the dust of this thousand-year-old volume of stories (recently discovered in an Istanbul library) and seeing them for the first time. As thoughtful as they are wondrous, these tales run the gamut: epic and domestic, charming and chilling, realistic and magical, with prose like a jewel box. If it looks scholarly at first glance, take heart; by the time God folds up the desert to help a lost heroine find her way across a strange land, this collection will have made itself at home in your imagination.","[for-history-lovers, poetry, science-fiction-and-fantasy, tales-from-around-the-world]",0141395036,9780141395036
"Kyung-Sook Shin, translated by Ha-Yun Jung",The Girl Who Wrote Loneliness: A Novel,"Kyung-Sook Shin's work often inhabits the space between story and reality. This novel — about a girl who isn't quite her, working in a factory and going to school in the 1970s — is framed with the modern life of ""the author,"" in a time and place she haunts more than really lives in. Until her youth is laid out and the truth told, she's trapped in echoes of life: negotiating family in the past, staring at an unfinished manuscript in the future. It's a story of the pasts that build us, and it makes for one of the most absorbing reads of the year.","[family-matters, historical-fiction, identity-and-culture, tales-from-around-the-world]",1605988634,9781605988634
"Franz-Xaver von Schönwerth, translated by Maria Tatar, illustrated by Engelbert Suss",The Turnip Princess And Other Newly Discovered Fairy Tales,"The history of this rediscovered collection is its own magic: Once upon a time, Franz Xaver von Schönwerth collected fairy tales from Bavaria, where they remained hidden for 150 years until their rediscovery. The tales (translated by Maria Tatar) are fascinating — free of bowdlerized retellings, they have all their original, fiercely oddball appeal. Some are echoes of familiar stories and some are new and occasionally bizarre, but all are alive with personality (lazy flax-harvesting maidens beware). It's a collection equally at home in an academic library and a kid's room — if your kids are ready for a little darkness in their fairy tales.","[for-history-lovers, kids-books, poetry, science-fiction-and-fantasy, the-dark-side]",0143107429,9780143107422
David Jaher,"The Witch Of Lime Street: Séance, Seduction, And Houdini In The Spirit World","Occasionally, you run across a book so good it feels like a secret — and spend months recommending it to anyone who will listen. That's <em>The Witch of Lime Street.</em> David Jaher's sprawling history follows <em>Scientific American</em> magazine's search for a genuine medium in the 1920s. It was a perfect storm of editorial egos, scientific rigor and Spiritualist popularity — and a road that would lead to Boston and a woman ready to face the great debunker, Harry Houdini himself. The research is painstaking, but it reads like a thriller, threading in enough uncertainty that we never lose a sense of dangerous magic. Houdini would approve.","[eye-opening-reads, for-history-lovers, nonfiction, the-dark-side]",0307451062,9780307451064
Fran Krause,Deep Dark Fears,"Web cartoonist Fran Krause takes 101 of the darkest and most wildly irrational fears he and his readers harbor, and exposes them to the brilliant sunlight of his friendly, colorful art. You'd think the humorous disconnect that inevitably results would render these four-panel Zen koans of everyday horror (""I'm not waving at anyone / And I'm not crazy. / I'm just making sure there are no / Invisible people in my bathroom"") safer, less unsettling. You'd be very wrong.","[staff-picks, comics-and-graphic-novels, funny-stuff, the-dark-side]",1607748150,9781607748151
"Jeff Lemire, coauthored and illustrated by Dustin Nguyen",Descender Volume 1: Tin Stars,"<em>Tin Stars</em> collects the first six issues of this rich and surprisingly poignant science-fiction comic about a planetary system threatened with annihilation by mysterious ancient machines, and the desperate measures humanity takes to fight back. Jeff Lemire's main character, an android programmed to be a human child's companion, radiates emotional warmth in a cold and dangerous universe beset by warring pro- and anti-robot factions. It's a nuanced, thoughtful yet propulsive read that's buoyed by Nguyen's ghostly watercolors, which imbue even the bulkiest piece of future-tech with an uncanny layer of menace.","[staff-picks, comics-and-graphic-novels, science-fiction-and-fantasy]",1632154269,9781632154262
Adrian Tomine,Killing And Dying,"The six short stories of <em>Killing and Dying</em> fit squarely in the genre of Comics About People Being Horrible To Each Other dominated by such virtuosos of alienation as Chris Ware and Daniel Clowes. With surgical precision, Adrian Tomine dissects the everyday conflicts and unhealthy patterns that engulf couples and families: A would-be artist lashes out at his patient wife; a father grapples with his daughter's embarrassing attempts at stand-up comedy; an alcoholic woman falls in with a man she knows she should not. Yet there's nothing clinical about the empathy Tomine feels for his characters or the specificity of detail in his art; together, they create a world the reader cannot merely observe from a safe remove — a world so unsettlingly familiar it can't help but implicate us, and pull us in.","[staff-picks, comics-and-graphic-novels, family-matters, the-dark-side]",1770462090,9781770462090
Reza Farazmand,Poorly Drawn Lines: Good Ideas And Amazing Stories,"Cool, impassive tigers flipping you the bird. Ernesto, the Bear from Space, whose turtle roommate is seriously <em>not chill</em>. Arthur the wooden stool, who clings to his halcyon past as a tree. And of course: Death-Goose. These and many other strips from Reza Farazmand's popular Web comic fill this dryly absurdist collection, accompanied by new prose pieces so hilariously deadpan that rigor mortis sets in. Farazmand's art style promises Sarah Boynton-greeting-card whimsy, but what he delivers is darker, weirder, funnier and completely his own.","[staff-picks, comics-and-graphic-novels, funny-stuff, the-dark-side]",0147515424,9780147515421
Jillian Tamaki,SuperMutant Magic Academy,"Jillian Tamaki published her Web comic about a school for kids with superpowers/mutant abilities/magic for years, and no one would blame you for worrying that once collected, its one-off, gag-strip format might make for disjointed, herky-jerky reading. But then, Tamaki's never been one to lunge sweatily for a punch line; she's much more interested in mood and character, and if she happens to find a joke along the way: bonus. As a result, the collected strip reads like a discursive (and deeply sardonic) YA novel in which characters discover themselves at the same gradual pace readers do.","[staff-picks, comics-and-graphic-novels, science-fiction-and-fantasy, young-adult]",1770461981,9781770461987
"Ryan North, illustrated by Erica Henderson",The Unbeatable Squirrel Girl Vol. 1: Squirrel Power,"She's smart, she's chipper, she's never-say-die, she's got the proportionate strength of a squirrel, and she can take down the planet-eating Galactus with a flick of her tail. She's Squirrel Girl, plucked from Marvel Comics' deep bench to star in her own solo series, which finds her (and trusty squirrel sidekick Tippy-Toe) navigating new relationships and sundry secret identity shenanigans on her college campus. Breezy jokes animate this all-ages comic that combines a matter-of-factly feminist modern sensibility with bright, whimsical art that feels pleasantly old-school.","[staff-picks, comics-and-graphic-novels, funny-stuff, young-adult]",0785197028,9780785197027
Gabriel Bá and Fabio Moon,Two Brothers,"Twin brothers Gabriel Bá and Fabio Moon, who work exceptionally well together (see: the mind-bending limited series ""Daytripper"") adapt a novel by Milton Hatoum about twin brothers who despise one another. This graphic novel, set mostly in and around a decaying manse outside a small Brazilian town, moodily maps one family's secrets, longings and long-harbored grudges over three generations. Bá's black and white art features a thick line that lends his lush gardens, overstuffed rooms and crowded streets an oppressive sense of heavy, choking dread.","[staff-picks, comics-and-graphic-novels, family-matters, tales-from-around-the-world]",1616558563,9781616558567
Mary Norris,Between You & Me: Confessions Of A Comma Queen,"<em>Between You and Me</em> is part memoir, part guide to the mind-bending nuances of English grammar, part homage to <em>The New Yorker</em> — where Mary Norris has spent more than 20 years as a highly specialized proofreader — and completely delightful. It brims with wit, personality and commas. Norris is a stickler who can't resist shtick. She pounces gleefully on typos and is as passionate about sharp pencils — soft graphite Palomina Blackwing 602 pencils, to be specific — as she is about sharp writing. Despite her insistence on maintaining grammatical standards, a prim and regal comma queen she is not. In fact, she is vociferous in her defense of judiciously deployed profanity — which adds punch to her explanation of why ""between you and I,"" in trying to be ""so [bleep]ing polite,"" is just wrong, wrong, wrong.","[biography-and-memoir, funny-stuff, its-all-geek-to-me, nonfiction]",0393240185,9780393240184
Bill Clegg,Did You Ever Have a Family,"Bill Clegg's polished, deeply compassionate debut novel digs through the ashes of a tragic fire that wipes out a woman's nearest and dearest on the eve of her daughter's wedding to explore how guilt and regrets fan the flames of scorching grief — and how human connection helps calm them. Yes, the title is mawkish and the sensational setup feels like the stuff of tabloids. But the novel, shifting between various survivors, shines as it sifts through everything that went up in smoke that night to reveal what actually happened. It also salvages the solace and hope to be found in connecting with others.","[book-club-ideas, family-matters, realistic-fiction, seriously-great-writing, the-dark-side]",1476798176,9781476798172
Jane Smiley,Golden Age: A Novel,"Jane Smiley's expansive, cumulatively addictive ""Last Hundred Years"" trilogy plows through a century of American history and social change as it follows an Iowa farm family from 1920-2019. The Langdons disperse across the country, fight wars overseas, serve in Congress, make and lose bundles on Wall Street, marry and divorce, and suffer the effects of extreme weather. The trilogy's power lies in the unfolding lives of a Russian novel's worth of characters who breed and hybridize in unpredictable ways — yet still share a connection, however eroded, to their agrarian roots. <em>Golden Age</em>, with its many deaths and its emphasis on the alarming, far-reaching impact of climate change, leaves some surviving characters wondering whether the golden age is perhaps behind them. The result is a sobering finale to Smiley's impressive saga.","[book-club-ideas, family-matters, rather-long, realistic-fiction]",0307700348,9780307700346
Edith Pearlman,Honeydew: Stories,"Like melon and prosciutto, the 20 bittersweet, unconventional love stories in <em>Honeydew</em> are a delectable combination of sweet and salty. Many are set in Godolphin, Mass., Pearlman's fictional stand-in for Brookline, the Boston suburb that's home to an educated, multicultural population of professionals — and Pearlman. She writes with wry charm, grace and compassion about people who learn to adjust their expectations and recognize the merits of being ""happy enough."" These wise, penetrating stories, a worthy follow-up to <em>Binocular Vision</em>, her award-winning 2011 collection, reaffirm the value of living even as they acknowledge the loss and pain life so often entails.","[family-matters, poetry, realistic-fiction, seriously-great-writing]",0316297232,9780316297233
Ruth Reichl,My Kitchen Year: 136 Recipes That Saved My Life,"When <em>Gourmet</em> abruptly ceased publishing in 2009, Ruth Reichl, its editor-in-chief for 10 years, retreated from Manhattan to her upstate New York hilltop glass house. Obviously not wired for the retiring life, she threw herself into writing <em>My Kitchen Year</em>, an unabashedly sentimental memoir about the restorative solace of cooking and the redemptive power of ""finding joy in ordinary things."" But even better, it's a collection of 136 recipes, mostly comfort food and the stuff of cravings. She's as refreshingly assertive in her opinions as she is in her taste for bold spices like sriracha. For example, about her favorite waffles — an elaborate yeast-raised production from Fannie Farmer — she comments, ""There are easier waffle recipes, but they're little more than pancakes with dents."" Plenty to feast on here.","[biography-and-memoir, cookbooks-and-food, nonfiction]",140006998X,9781400069989
Eric Jarosinksi,Nein. A Manifesto,"Oh, the joys of negativity! Eric Jarosinski, a self-proclaimed failed intellectual who leapt off the tenure track in modern German critical theory, has made it his mission to fight ""a world of yes. A tyranny of yes."" This profoundly clever chapbook of brainy, nihilistic, dour but playful aphorisms began as work-avoiding tweets. With the stern-faced, monocled German Jewish philosopher Theodor W. Adorno as his avatar, Jarosinski riffs succinctly and brilliantly on Nietzsche, Freud, Marx, philosophy, and language as he gleefully plumbs the sinkhole of existential hopelessness. A few favorites: ""-Ologies: Are usually taut,"" and ""Telling a tale full of sound and fury: Idiot-proof. Signifying nothing: Harder than it looks."" An aphorism, he writes, is ""Philosophy's ship in literature's bottle."" In my book, <em>Nein</em> is a big Yes.","[funny-stuff, its-all-geek-to-me, nonfiction, rather-short]",0802124372,9780802124371
"Fredrik Sjöberg, translated by Thomas Teal",The Fly Trap,"A charming memoir about a Swedish biologist's passion for hoverflies? Seriously? Yes. Talk about off the beaten track: Fredrik Sjöberg, who lives on the tiny island of Runmarö in the archipelago east of Stockholm, muses and amuses about his baffling passion for hoverflies. In this wry, delightful paean to some of the tiniest wonders of the natural world, he also makes a case for the opposite of globalism — cutting our overwhelming world down to size by focusing intensely on a narrow point of interest. <em>The Fly Trap</em> proves that great writing can elevate anything — including a swarm of insects.","[biography-and-memoir, book-club-ideas, eye-opening-reads, funny-stuff, its-all-geek-to-me, nonfiction, seriously-great-writing, tales-from-around-the-world]",110187015X,9781101870150
"Valeria Luiselli, translated by Christina MacSweeney",The Story Of My Teeth,"Quirky and inventive, Valeria Luiselli's second novel — written in collaboration with Mexican Jumex juice factory workers — is a playful, philosophical fun house of a read that demonstrates that not only isn't experimental fiction dead but it needn't be deadly either. Luiselli's elastic mind comfortably wraps itself around molars, Montaigne, fortune cookies, and theories of identity and storytelling. Her charming narrator is an auctioneer who can amp up the value of anything — including his extracted choppers — by embellishing them with hyperbolic, allegoric stories that become ""an elegant surpassing of the truth.""","[book-club-ideas, rather-short, realistic-fiction, seriously-great-writing, tales-from-around-the-world]",1566894093,9781566894098
Adam Johnson,Fortune Smiles: Stories,"Adam Johnson, who won the Pulitzer for his novel <em>The Orphan Master's Son</em> returns to North Korea for the title story in his new collection, in which he reveals the surprising culture shock as two North Korean defectors try to adjust to Seoul's ""bewildering nature."" ""Nirvana"" revolves around a high-tech genius whose talks via iProjector to an assassinated president give him comfort when he can't help his temporarily paralyzed wife. In these stories and others, about a UPS driver navigating the post-Katrina universe with his toddler son or an ex-Stasi torturer meeting his doom, Johnson shows astonishing empathy and inventiveness.","[poetry, realistic-fiction, seriously-great-writing, tales-from-around-the-world]",0812997476,9780812997477
edited by John Freeman,Freeman's: Arrival: The Best New Writing On Arrival,"Former Granta editor John Freeman (full disclosure: We served together on the board of the National Book Critics Circle) taps his global literary network for illuminating  new work in this, the first anthology in a biannual series. It includes eloquent commentaries on the theme of arrival by Louise Erdrich, returning to a cemetery in Turtle Island; Colum McCann, circumnavigating Dublin airport; and David Mitchell, sensing a ghost in his bedroom in Hiroshima. Lydia Davis describes teaching herself Norwegian by reading a Dag Solstad novel. Aleksandar Hemon ponders his parents' relocation from Sarajevo. Plus new work from Anne Carson, Honor Moore, Haruki Murakami, and Laura van den Berg. Perfect reading for our ever-accelerating times.","[nonfiction, poetry, tales-from-around-the-world]",0802124410,9780802124418
Amelia Gray,Gutshot: Stories,"Amelia Gray's prize-winning, weirdly skewed stories are addictive. This third collection — her best yet — offers 36 marvels. ""It's harder to leave your burning home after you've spent so much time cleaning its floors,"" she writes in ""Houseproud."" ""Labyrinth"" recasts Halloween in a Hellenic vein, in a world that is ominous and off kilter. And she's funny, too: ""This isn't a strip club; it's a crime scene. And it happens to have some nice lunch specials."" Read her because she's full of surprises, and she'll change the way you see your world.","[funny-stuff, poetry, science-fiction-and-fantasy]",0374175446,9780374175443
Bonnie Jo Campbell,"Mothers, Tell Your Daughters: Stories","Bonnie Jo Campbell tells stories of the Rust Belt with frankness and an infinite patience for the voices of those whose stories are often left untold. These are contemporary mothers and daughters stretched beyond human capabilities, each desperate to be heard, but despairing of an audience; Campbell rescues them from invisibility. The stories here are filled with shifts when a turn of fate, a moment in nature, brings surprises and revealing insights. And within the turmoil and the troubles, the demands and the limits of life, Campbell reminds us, there are possibilities for moments of grace.","[book-club-ideas, family-matters, ladies-first, poetry, realistic-fiction, seriously-great-writing]",0393248453,9780393248456
Jabari Asim,Only The Strong,"Jabari Asim's captivating first novel introduces the close-knit community of Gateway City (which is not unlike his hometown, St. Louis) in the tumultuous year of 1970, two years after Martin Luther King Jr. was assassinated. His cast includes ""Guts"" Tolliver, a one-time gangland enforcer who now runs a taxi business; Tolliver's former boss, a crime lord trying to go legit; a beloved pediatrician who is a community leader with a secret, and her high-spirited foster child — all characters so complicated, flawed and beguiling you can imagine you know them as well as your friends and neighbors.","[book-club-ideas, historical-fiction, identity-and-culture, realistic-fiction]",1932841946,9781932841947
Lily Tuck,The Double Life Of Liliane,"Liliane's double life begins when she is 8, in 1948, and boards a flight from New York to Rome to visit her father, Rudy, a German Jewish film producer. Liliane's stylish, artistic mother, Irene, has recently remarried, to a Wall Street investment banker. Growing up, Liliane shuttles between her parents, and she works to construct her own identity as she watches, listens and explores generations of her parents' families. To tell her story, Lily Tuck inhabits the spacious realm of the imagination, shifting time zones and historic periods effortlessly, weaving memories and photographs, family stories and facts, into a mesmerizing portrait.","[family-matters, historical-fiction, realistic-fiction]",080212402X,9780802124029
