author,title,text,tags,isbn,isbn13
Ben Macintyre,"Rogue Heroes: The History Of The SAS, Britain's Secret Special Forces Unit That Sabotaged The Nazis And Changed The Nature Of War","Ben Macintyre is known for superbly entertaining histories that read like good novels, and <em>Rogue Heroes</em> keeps his streak going. It's the story of Britain's Special Air Service, the commando unit that became the prototype for special forces around the world. But what you'll remember are the characters: There's founder David Stirling (""so lazy his comrades had nicknamed him 'the Giant Sloth' "") and, my personal favorite, an Egyptian butler endowed with an uncanny talent for ""simultaneously mixing pink gins, obtaining ammunition and vehicle spare parts, and answering the telephone.""","[staff-picks, for-history-lovers, nonfiction, seriously-great-writing, tales-from-around-the-world]",110190416X,9781101904169
Sarah Glidden,"Rolling Blackouts: Dispatches From Turkey, Syria, And Iraq","Glidden chronicles the two months she spent traveling with journalists through Turkey, Syria and Iraq with a keen eye, paying particular attention to how the stories of the people who live in war zones get told. Her watercolors depict places and people with a directness that serves to subtly underscore the complexity, and humanity, of the region — and the role of journalism itself. A sensitive and thoughtful read.","[book-club-ideas, comics-and-graphic-novels, eye-opening-reads, identity-and-culture, tales-from-around-the-world]",1770462554,9781770462557
"Svetlana Alexievich, translated by Bela Shayevich",Secondhand Time: The Last Of The Soviets,"There is no historian who writes like Svetlana Alexievich. She's the Studs Terkel of the former Soviet Union, composing history with the voices of others. Overheard conversations and recorded interviews weave together into a collective narrative of that great, collectivist, murderous Soviet experiment. A Russian friend tells me, with awe: <em>Alexievich is not afraid. That which was hidden is revealed.</em> But it's the tiny details that stick with you, like the strong cologne passed out each evening to the men who worked as executioners in the labor camp. What else could mask the smell of so much death?","[staff-picks, eye-opening-reads, for-history-lovers, nonfiction, rather-long, seriously-great-writing, tales-from-around-the-world]",0399588809,9780399588808
Paul Muldoon,"Selected Poems, 1968-2014","The beauty of a collection this broad is the ease by which we can watch Paul Muldoon reckon with himself over the course of his life. As a poet who writes with a strange in-betweenness of state and sensation, he's mired in a galaxy of his own verse: at once personal without being confessional, vexed without being angry, and dreamlike while remaining realistic. It is a thrill to watch his poetry reinvent itself as it matures — expanding, contracting and ballooning out in time — but what is most constant about Muldoon is his reliable capacity to startle with lines that strike us as if we'd just stuck our fingers into an electrical socket.","[staff-picks, poetry]",0374260826,9780374260828
Carlo Rovelli,Seven Brief Lessons On Physics,How to explain the magic of this book? This is physics as philosophy. It's a heartfelt appreciation of the power of the simple to explain the profound. Carlo Rovelli's seven life lessons — derived from explorations into the origins of the universe — are beautifully written meditations that can clear our minds and bring us to the edge of the divine.,"[staff-picks, eye-opening-reads, its-all-geek-to-me, nonfiction, rather-short, science]",0399184414,9780399184413
Jessica Valenti,Sex Object: A Memoir,"In <em>Sex Object,</em> Jessica Valenti testifies about a flood of harassment starting when she was 12: subway gropers, catcalls, teachers trading hugs for grades, being ejaculated on on the train. <em>Sex Object</em> offers little redemption, and none of the familiar bubblegummy positive-thinking strategies that place the onus on women to magically think their way out of being told, on a daily basis, that public spaces are not for them. Valenti realizes that, instead of pushing solutions and angles and strategies, there is power in saying, simply: This is how bad it is.","[biography-and-memoir, eye-opening-reads, identity-and-culture, ladies-first, lets-talk-about-sex, nonfiction, the-dark-side]",0062435086,9780062435088
Ruth Franklin,Shirley Jackson: A Rather Haunted Life,"On the centennial of Shirley Jackson's birth, Ruth Franklin's new biography examines one of the most underappreciated writers of the 20th century. With meticulous research and a trove of previously undiscovered correspondence, Franklin fights to put Jackson in her rightful place in the American canon alongside her more well-known male peers. This fresh, feminist take on Jackson's life and her blend of the domestic and the darker genres is sure to spark renewed interest in her work and her legacy.","[biography-and-memoir, book-club-ideas, family-matters, ladies-first, nonfiction, rather-long]",0871403137,9780871403131
Simon Reynolds,"Shock And Awe: Glam Rock And Its Legacy, From The Seventies To The Twenty-first Century","Veteran music journalist Simon Reynolds made his mark years ago with <em>Rip It Up and Start Again,</em> the definitive account of post-punk. He's outdone himself with <em>Shock and Awe,</em> only this time, the topic is glam rock. From the gender-bending majesty of the late David Bowie to the 21st century glitter of Lady Gaga, Reynolds offers a massive, in-depth look at the music, fashion, politics and impact of glam — a genre whose reach is far deeper, and more reflective of the culture at large, than you may realize.","[for-history-lovers, for-music-lovers, identity-and-culture, nonfiction]",0062279807,9780062279804
Lindy West,Shrill: Notes From A Loud Woman,"Lindy West's memoir is a witty and cathartic take on toxic misogyny and fat shaming. She comes to accept her body just as Internet trolls congregate en masse to try to rip this new confidence from her, but she's rearing to fight back: "" 'Whale' is the weakest insult ever, by the way. Oh, I have a giant brain and rule the sea with my majesty? What have you accomplished lately, Steve?"" In <em>Shrill,</em> West is our fat, ferocious and funny avenging angel.","[biography-and-memoir, funny-stuff, identity-and-culture, ladies-first, lets-talk-about-sex, nonfiction]",0316348406,9780316348409
Julia Turshen,"Small Victories: Recipes, Advice + Hundreds Of Ideas For Home Cooking Triumphs","Julia Turshen is one of those cooking insiders who have remained largely behind the scenes, improving recipes and making authors sound better. As a result, this meticulously crafted book may have passed you by. Her specialty is the accessible technique with a couple of smooth touches: asparagus with browned butter and hazelnuts; pilaf with roasted cabbage; peach and bourbon milkshakes. But each recipe comes with a couple of precise observations, or ""small victories"" (like portioning your muffins with an ice cream scoop, or whisking cocktails instead of shaking them), which will subtly transform your cooking practice for the better if you let them.",[cookbooks-and-food],1452143099,9781452143095
Raghavan Iyer,"Smashed, Mashed, Boiled, And Baked — And Fried, Too! A Celebration Of Potatoes In 75 Irresistible Recipes","Raghavan Iyer has published some of the most inspiring Indian cookbooks on the market, but here the beloved author and teacher has eyes only for the humble spud. It's not the first single-subject potato book ever, but it is surely the most exuberant: hot potatoes with cinnamon malt vinegar, steamed potato-chive buns and, of course, french fries so crisp and true they'll reduce you to tears. In one magical transformation after another, the starch for all seasons reveals itself in crackly, creamy, crumbly, savory, comforting guises, each made possible and brought to your own kitchen by one of the most genial and capable cooking evangelists of our time.",[cookbooks-and-food],076118547X,9780761185475
Dan Vyleta,Smoke: A Novel,"The idea of the ""white lie"" takes on a whole new meaning in Dan Vyleta's <em>Smoke.</em> His novel imagines an alternate 19th century London where, instead of industrial smog, there is a moral one. Every lie or bad deed emanates from the body until its citizens are literally smoking. It's also an adventure story about a pair of boarding school friends who begin to question everything the adults have ever told them about morality. That's the most intriguing aspect of the book: It doesn't lay down right and wrong, black and white — it revels in the gray.","[staff-picks, historical-fiction, rather-long, science-fiction-and-fantasy, tales-from-around-the-world, the-dark-side]",0385540167,9780385540162
Melissa Broder,So Sad Today: Personal Essays,"The name of Melissa Broder's book of personal essays says it all; in 2012, as she struggled with anxiety and panic attacks, Broder started the Twitter account <a href=""https://twitter.com/sosadtoday"" target=""_blank""> @sosadtoday</a>. There, she anonymously shared some of her darkest thoughts — and gained a following of more than 400,000. In her conversational, confessional and (at times) explicit book, Broder takes on addictions, eating disorders, issues of self-esteem and more. You'll find yourself rooting for her to keep pushing, keep coping, keep <em>writing</em> — all throughout this heartbreaking and humorous work.","[staff-picks, identity-and-culture, ladies-first, lets-talk-about-sex, nonfiction, the-dark-side]",1455562726,9781455562725
Ramona Ausubel,Sons And Daughters Of Ease And Plenty: A Novel,"The year is 1976, and a wealthy New England family learns that their inheritance has evaporated. Cast adrift, the husband and wife each leave home, unaware of the other's actions, leaving their three young children to fend for themselves. Ramona Ausubel's novel is both a sharp critique of class in America, and a bittersweet ode to the family, warts and all. It's a sly, beautifully realized book from a supremely talented writer.","[book-club-ideas, family-matters, realistic-fiction]",1594634882,9781594634888
Lisa Q. Fetterman,Sous Vide At Home: The Modern Technique For Perfectly Cooked Meals,"Any chef worth her kosher salt will tell you that sous vide (or, cooking vacuum-sealed food in a water bath at a controlled temperature) is a miracle technique and easier than you think.  Nowadays, there are a lot of different devices for achieving sous vide perfection (mine simply attaches to my slow cooker), but until you taste a skirt steak that has luxuriated in its own juices for hours before hitting a hot pan, you probably won't understand what the fuss is about.  Lisa Fetterman's book makes the technique remarkably approachable with recipes that would be interesting and worthwhile even if sous vide didn't make them easy enough to make in your sleep.","[cookbooks-and-food, science]",0399578064,9780399578069
Sara Baume,Spill Simmer Falter Wither,"<em>The Irish Times</em> has called Sara Baume a writer who ""is touched by greatness."" That is a lot to live up to in a country that's famous for its writers, so let's just say she has a way with words. The book is divided into four sections, each one a different season, named to reflect what the main character, Ray, is going through. He's a misfit in a small Irish town by the sea, but his life changes when he adopts a dog who is loving but has a vicious streak. In order to protect the dog, Ray is forced to leave his hometown, a journey that both frees him and destroys him. As you sink into the rhythms of Baume's prose, you can almost smell the salt air and feel the sting of a small town that can be unforgiving to those who are different.","[staff-picks, realistic-fiction, seriously-great-writing, tales-from-around-the-world]",0544716191,9780544716193
Eleanor Chai,Standing Water: Poems,"Triggered by the sight of Rodin's <em>Head of Sorrow</em> — featured hugely on the front cover — the narrative epic coursing through Eleanor Chai's <em>Standing Water</em> gives us an autobiographical genesis story with all the gravity and composure of a lake at dusk.

With the calm, near-religious introspection found in the poetry of Dorothy Richardson or Virginia Woolf, <em>Standing Water</em> is solipsism made exquisitely tangible. Throughout, the verse seems to sigh itself loose from the pages of the collection and scent the air surrounding the reader — now somehow moist, misty and serene.","[staff-picks, poetry]",0374269483,9780374269487
Stephanie Danler,Sweetbitter: A Novel,"For the poet John Keats, joy was a grape bursting in the mouth: sudden, flooding and sweet. Food and feeling are natural partners; this debut, set in a Manhattan restaurant, is a feast of both. Tess is a backwaiter newly arrived in New York, the one place ""large enough to hold so much unbridled, unfocused desire."" <em>Sweetbitter</em> balances on the edge of overwritten, of too much feeling crammed into every sentence. But it works because that is what it feels like to be young and in a big city: like it's too much, and at the same time not nearly enough.","[book-club-ideas, cookbooks-and-food, lets-talk-about-sex, realistic-fiction]",1101875941,9781101875940
Zadie Smith,Swing Time,"</em>Swing Time</em> is Zadie Smith's psychologically precise novel about two brown girls from North London who grow up dreaming of becoming dancers. Few things in life ever quite approach the complexity and power of female friendships. </em>Swing Time</em> truly catches that intimate link, the kind that stays even when years pass, the friendship ends and shared dreams wither on the vine.","[for-art-lovers, identity-and-culture, ladies-first, realistic-fiction]",1594203989,9781594203985
Tom Stanton,"Terror In The City Of Champions: Murder, Baseball, And The Secret Society That Shocked Depression-era Detroit","In 1930s Detroit, struggles brought by the Depression were partially offset by the championships won in that era by the Detroit Tigers, Lions and Red Wings. But the joy inside the stadium is a mere backdrop for this book's story of the rise of a secret terrorist society patterned after the Ku Klux Klan. It was called the Black Legion, and its vast membership spread deep into City Hall and Detroit society. The group carried out murders and plotted the overthrow of the government. It was a dark chapter for the city, which, at the time, was the fourth largest in the U.S.","[staff-picks, eye-opening-reads, for-history-lovers, nonfiction, the-dark-side]",1493015702,9781493015702
"Daniel L. Schwartz, Jessica M. Tsang, Kristen P. Blair","The ABCs Of How We Learn: 26 Scientifically Proven Approaches, How They Work, And When To Use Them","Based on a popular course at Stanford University, this book is useful for teachers, parents and all who are interested in new ways to improve teaching and learning. The book serves as a much-needed bridge between new revelations in the science of learning and everyday classroom practices. Each section is accessible, concise and well-stocked with primary references and resources.","[staff-picks, eye-opening-reads, nonfiction, science]",0393709264,9780393709261
Annie Dillard,The Abundance: Narrative Essays Old And New,"To my mind, this compilation of Annie Dillard's essays would be worth reading for this line alone (from my favorite of her essays, ""Total Eclipse""): ""It was as though an enormous, loping god in the sky had reached down and slapped the earth's face."" The collection includes her close observations of nature (from 1974's <em>Pilgrim at Tinker Creek</em>); sharply etched memories of her rough-and-tumble youth (from 1987's <em>An American Childhood</em>); and much more.  Earlier this year, Dillard, then 70, <a href="" http://www.npr.org/2016/03/12/470102363/author-interview-annie-dillard-author-of-the-abundance"" target=""_blank"" >told me</a> why she's no longer writing books: ""I had good innings, as the British say. I wrote for 38 years at the top of my form, and I wanted to quit on a high note.""  <em>The Abundance</em> makes abundantly clear what a gift those good innings have been.","[staff-picks, nonfiction, seriously-great-writing]",0062432974,9780062432971
Rabih Alameddine,The Angel Of History: A Novel,"The title of this book is also the title of a 1920 drawing by Paul Klee that was later memorialized by philosopher Walter Benjamin, who said the angel was looking back, not forward, at the devastation humankind has caused. This is the central idea of the book, the author says. We live in a culture that encourages us to forget, <a href=""http://www.npr.org/2016/10/04/496583218/the-angel-of-history-says-i-will-not-forget"">he told me,</a> to keep forgetting and move on. So the main character, Jacob, who lost his lover to AIDS, is being forced to remember it all, no matter how painful, by everybody's favorite angel — Satan.","[staff-picks, book-club-ideas, identity-and-culture, love-stories, seriously-great-writing]",080212576X,9780802125767
Riad Sattouf,"The Arab Of The Future 2: A Childhood In The Middle East, 1984-1985: A Graphic Memoir","Unhappy childhoods make for riveting memoirs. This second installment of Riad Sattouf's autobiographical graphic novels details the author's move at age 6 to his father's home village in Syria, along with his French mother. There, young Sattouf attends school with a monstrous teacher, a cousin falls victim to an honor killing, and anti-Semitism is as much in the air as oxygen. Some have seen Sattouf's memoirs as a rejection of his Arab heritage, in part because he also once worked as a cartoonist for the provocative French magazine <em>Charlie Hebdo.</em> But his intense and complicated story resists essentializing.","[staff-picks, biography-and-memoir, comics-and-graphic-novels, family-matters, identity-and-culture, nonfiction, tales-from-around-the-world]",1627793518,9781627793513
Sonny Liew,The Art Of Charlie Chan Hock Chye,"The pressure-cooker country of Singapore – tiny and polyglot, globally competitive and politically repressive – seems to have been poured out into this dense book. Liew's dazzling versatility enables him to create a lifetime's worth of work for an artist who never really existed, ranging from shabbily printed comics pages to elegant pencil sketches. Meanwhile, he acerbically recounts Singaporean history stretching back to World War II. By documenting the career of this imaginary creator, Liew mourns all those who were never permitted to thrive under Singapore's oppressive government.","[comics-and-graphic-novels, for-art-lovers, historical-fiction, identity-and-culture, tales-from-around-the-world]",1101870699,9781101870693
Joshua Hammer,The Bad-Ass Librarians Of Timbuktu: And Their Race To Save The World's Most Precious Manuscripts,"There's one word in the title that annoyed me, but don't be put off by it — focus rather on the second half: <em>and their race to save the world's most precious manuscripts.</em>  It's a splendid story, with a powerful moral. Joshua Hammer skillfully sketches a handful of portraits of committed cultural custodians, led by Abdel Kader Haidara of Mali, and weaves an almost desperate adventure and race against time. Talk about a thrilling and nail-biting narrative, page after page. It's a mix of ancient history, geography, politics, passion, civilization, culture, drama — and how extremism and repression almost put an end to all that.","[staff-picks, eye-opening-reads, identity-and-culture, nonfiction, tales-from-around-the-world]",1476777403,9781476777405
Victor LaValle,The Ballad Of Black Tom,"The dedication to Victor LaValle's book reads, ""For H.P. Lovecraft, with all my conflicted feelings."" As a kid, LaValle loved reading Lovecraft's horror stories, but when he grew older he became aware of the racism in Lovecraft's fiction. So he took one of Lovecraft's most xenophobic stories, ""The Horror at Red Hook,"" as a jumping-off point for his own weird novel about a young black man in 1920s Harlem. LaValle's hero, Tommy Tester, has to hustle his way through a hostile world of racism, police brutality and cosmic terror. Lovecraft fans will recognize several of LaValle's characters, including a certain ancient, octopus-headed being.","[staff-picks, mysteries-and-thrillers, rather-short, science-fiction-and-fantasy, the-dark-side]",0765387867,9780765387868
"Elena Ferrante, illustrated by Mara Cerri, translated by Ann Goldstein",The Beach At Night,"Are you looking for a picture book to help your darling nieces and nephews drift to dreamland, like a lost doll swept to sea?  This is not that book, if you would like them to, y'know, EVER SLEEP AGAIN. <em>The Beach at Night</em> is Elena Ferrante's (yep, the very same) fable about a doll's night alone on a beach after she is abandoned by her owner. You could be forgiven for thinking this slim volume, with its dreamy illustrations, is a children's book, and I think it might be, but many American children will not have encountered these themes (or the word ""s***"" for that matter) in a picture book. (There is also a vaguely sexual overtone to the abuse that Celina, the doll, is put through by her tormentor, The Mean Beach Attendant of Sunset.) That said, for American adults who have devoured Ferrante's <em>Neapolitan</em> quartet, it will be a pure and strange delight. It's a wispy and weird little tale that feels familiar — another Ferrante mother and daughter pair working through the complexity, cruelty and beauty of their bond. (For ages 8 to 12)","[staff-picks, kids-books, seriously-great-writing, tales-from-around-the-world, the-dark-side]",1609453700,9781609453701
Roz Chast (editor),The Best American Comics 2016,"The incomparable Roz Chast puts her unique, delightful stamp on this book right up front, writing about how she once tried to get into <em>Highlights for Children</em> by obsessively learning to draw horses (animals that terrified her). She's rounded up a delicious diversity of talent, particularly women: Gabrielle Bell, Kate Beaton, Nina Bunjevac. The big guys are here too: Adrian Tomine, Chris Ware, Joe Sacco, Gilbert Hernandez. Unlike in some of this series' past volumes, the printing quality is excellent. The color is rich and the transitions are delicate in works by Richard McGuire, Ben Katchor and the late Geneviève Elverum, among many others.","[comics-and-graphic-novels, funny-stuff, ladies-first]",0544750357,9780544750357
Cathi Hanauer (editor),"The Bitch Is Back: Older, Wiser, And (Getting) Happier","There's something calming about 25 accomplished, well-versed, female writers inviting you in to share their confessions and regrets. More than a decade after <em>The Bitch in the House,</em> this follow-up collection features essays that touch on love, sex, marriage, divorce, health, aging, money, kids (having them/not having them) and working (or not). Depending on where you are in life, you may relate to some of these essays more than others — but no matter what, you'll want to hear these raw, honest stories, about how extraordinary women made decisions in their 30s — and in their 60s. If you're a woman questioning your life choices 1,000 times over, these essays will give you a sense of normalcy, with a few laughs and tears along the way.","[staff-picks, book-club-ideas, family-matters, funny-stuff, identity-and-culture, ladies-first, lets-talk-about-sex, nonfiction]",0062389513,9780062389510
Brian Copenhaver (editor),The Book Of Magic: From Antiquity To The Enlightenment,"If you're looking for an encyclopedia of tricks, <em>The Book of Magic</em> might not give you much, but if you're hoping to trace how magic has been defined and perceived, editor Brian Copenhaver has you covered. The Roman writer Pliny called magic ""The Most Fraudulent of the Arts""; many in the early Renaissance both believed and feared it. This collection, nearly 600 pages of increasingly interconnected extracts, provides some thoughtful insight and covers an impressive scope (rites in Fire Temples, how to make a golem, the usual) on a subject that keeps revealing new sides just like magic.","[eye-opening-reads, for-history-lovers, its-all-geek-to-me, nonfiction, rather-long]",0241198569,9780241198568
Esmé Weijun Wang,The Border Of Paradise: A Novel,"This singular debut from Esmé Weijun Wang has all the trappings of a classic gothic novel: half-siblings trapped in a decaying and isolated house, forbidden affection, suicide, a rapacious forest fire. But this family tragedy is more than just a sensational saga. Its dynamic, rotating points of view, exploration of identity and trauma, precise characterization and stunning prose make it a literary novel of the highest order.","[family-matters, identity-and-culture, realistic-fiction]",1939419697,9781939419699
Kate Tempest,The Bricks That Built The Houses,"The novel opens with a young trio tearing away from London with an ill-gotten suitcase of cash and violence on their heels. Think you know what's next? The novel that follows doesn't fit the script. It's full of crimes, but it's no thriller; imagine aimlessness, not a chase. It's a searing portrait of love, crushed dreams, youthful despair and stubborn longing in fast-gentrifying London. As a novel it's far from perfect, and the meandering plot drove me bonkers. But I didn't regret a minute I spent with the characters, drawn in agonizingly empathetic detail by a keen-eyed poet.","[staff-picks, book-club-ideas, ladies-first, love-stories, realistic-fiction, tales-from-around-the-world]",1620409011,9781620409015
Glen Weldon,The Caped Crusade: Batman And The Rise Of Nerd Culture,"""Batman is an inkblot; we see in him what we want to,"" writes Glen Weldon in <em>The Caped Crusade: Batman and the Rise of Nerd Culture.</em> It might as well be the book's mantra. His hilarious, incisive history of the Dark Knight focuses equally on the character, his creators and his hordes of diehard fans as they have all changed over the decades — for better and for worse. Under that iconic cowl, Weldon sees ugliness, wonder and the undercurrents of pop culture in all their conflicting glory.","[comics-and-graphic-novels, for-history-lovers, identity-and-culture, its-all-geek-to-me, nonfiction]",1476756694,9781476756691
Alison Goodman,The Dark Days Club,"Everyone who reads genre fiction is familiar with its habit of playing fast and loose with historical trappings: a romance set in the 19th century, but all that's really different is corsets; a swords and sorcery fantasy set in the Middle Ages, but all that's really different is no people of color or women with agency. It's rare — but thrilling — to find a book that takes both generic conventions and historical accuracy seriously, as Alison Goodman's delightful fantasy novel <em>The Dark Days Club</em> does. So if you're equally excited to read about well-bred young ladies slaying demons <em>and</em> the tiny jugs they carried underneath their gowns in case they needed to relieve themselves while awaiting a royal audience, look no further. This is the book for you.","[historical-fiction, love-stories, mysteries-and-thrillers, rather-long, science-fiction-and-fantasy, young-adult]",0670785474,9780670785476
Carolyn Phillips,"The Dim Sum Field Guide: A Taxonomy Of Dumplings, Buns, Meats, Sweets And Other Specialties Of The Chinese Teahouse","Small enough to fit in a handbag, Carolyn Phillips' beautifully illustrated guide really can help a nervous diner navigate the sometimes intimidating realm of dim sum. Phillips knows her stuff: She lived in Taiwan for eight years, married into a Chinese family and spent more than a decade as a Mandarin interpreter. This book evolved out of her work for the foodie magazine Lucky Peach, and is packed with lovingly scholarly details for novice and expert alike — everything from advice on what to dip your har gao into (mixture of mustard and soy sauce) to the Chinese name for Chinese beignets, which translates to ""white sugar sandy old men.""","[staff-picks, cookbooks-and-food, identity-and-culture, its-all-geek-to-me]",1607749564,9781607749561
Kij Johnson,The Dream-Quest Of Vellitt Boe,"A beautiful, thoroughly enchanting revision of H.P. Lovecraft's <em>The Dream-Quest of Unknown Kadath,</em> this novella focuses on a brilliant older woman named Vellitt Boe, a professor of mathematics who undertakes an adventure-strewn quest from her dream world into our waking world in pursuit of a runaway student. To read this is to feel oneself slipping into and then waking from a rich, thick dream.","[ladies-first, rather-short, science-fiction-and-fantasy, seriously-great-writing]",0765391414,9780765391414
Mark Z. Danielewski,"The Familiar, Volume 3: Honeysuckle & Pain","<em>The Familiar</em> is a massive, ambitious, flawed, brilliant and deeply weird endeavor projected to run through 27 volumes, all centering around a special (possibly magical) little girl named Xanther and a freaky (absolutely magical) stray cat. It has a sprawling cast of outlaws, computer programmers, drug dealers and mystics, is formatted and designed as maybe 53 percent art project (to 46 percent novel and 1 percent literary LSD), and will absolutely pop your gourd no matter where you drop into it. While Volume 3 is perhaps the most readable (and least plodding) of the growing set, what saves the entire series from being some kind of annoying pure-thought experimento-novel is the fact that Mark Z. Danielewski can write. He makes characters that are beautifully drawn, grounded and relatable even amid all the madness on the page.","[comics-and-graphic-novels, rather-long, science-fiction-and-fantasy, seriously-great-writing]",0375714987,9780375714986
Jesmyn Ward (editor),The Fire This Time: A New Generation Speaks About Race,"Written in 1963, James Baldwin's famed book of essays <em>The Fire Next Time</em> is actually a good fit for the social media age. In this similarly slim tribute <em>The Fire This Time,</em> editor and writer Jesmyn Ward honors Baldwin's legacy with writers who, as rapper Biggie Smalls would have said, if you don't know — now you know: Rachel Kaadzi Ghansah, Kiese Laymon, Daniel José Older, Claudia Rankine and many more poets and novelists. Writers unafraid to talk about the messy, unfinished business of race in the age of Barack Obama. <a href="" http://www.npr.org/sections/codeswitch/2016/08/02/488366739/the-fire-this-time-a-new-generation-of-writers-on-race-in-america"" target=""_blank"" >As Ward told NPR,</a> ""Sometimes you get tired of fighting … but that doesn't mean that you can give up the fight.""","[staff-picks, book-club-ideas, identity-and-culture, nonfiction, seriously-great-writing]",1501126342,9781501126345
Joe Hill,The Fireman,"Even though Joe Hill launched his writing career as a fully formed, highly distinctive author, he still gets compared to his father, Stephen King. But those comparisons are inevitable, given the deliberate parallels both men draw to each other's work. In <em>The Fireman,</em> Hill makes a brilliant leap of imagination, creating a horrifying plague that causes victims to burst into flame. But he also illustrates the resulting apocalypse in ways that recall King's <em>The Stand,</em> from his worldwide focus to his deep look at richly realized characters, particularly an infected heroine trying to bring her pregnancy to term before she dies.","[ladies-first, rather-long, science-fiction-and-fantasy, the-dark-side]",0062200631,9780062200631
Peter Ho Davies,The Fortunes,"A beautifully constructed novel told in four disparate though loosely linked parts, <em>The Fortunes</em> tackles the experience of being Chinese in America. Peter Ho Davies writes with a rare emotional resonance and a deft sense of structure about four different people, in different periods of American history, grappling with the fact that they are seen as ""less than"" whites. This complex, rich novel asks what it means to be a person navigating the strands of identity, the things that made us who we are, whoever that is.","[historical-fiction, identity-and-culture, realistic-fiction, tales-from-around-the-world]",0544263707,9780544263703
Herta Müller,The Fox Was Ever The Hunter: A Novel,"An air of Soviet-era menace engulfs <em>The Fox Was Ever the Hunter,</em> the remarkable new novel by Herta Müller, who was described by the Swedish Academy upon her 2009 Nobel Prize win as a writer who ""depicts the landscape of the dispossessed."" <em>The Fox</em> draws on what Müller suffered while clenched in the jaws of one of history's most notorious dictatorships, but she infuses characters and events with surreal elements and heightened levels of metaphor. Here, dreams become extensions of life — or life itself is a dream; they are cut from the same fabric, consistently lurid and terrifying.","[historical-fiction, ladies-first, tales-from-around-the-world]",0805093028,9780805093025
Siddhartha Mukherjee,The Gene: An Intimate History,"Siddhartha Mukherjee is a first-rate science writer, who makes even the trickiest bits of biology easy to understand. But <em>The Gene,</em> his disarming study of what's known and believed about inheritance, is really a story about people — about the way blind luck, missed opportunities and misguided ambition can win or lose the day in scientific research  and life. ""Science is an endurance sport,"" Mukherjee writes. Take, for example, Austrian monk Gregor Mendel, who planted his famous peas only after twice failing his exams to teach high school science. There is much humor and warmth in Mukherjee's book, but he also chronicles the devastating history of eugenics. For anyone eager to learn more about the real promise and limits of ""personalized medicine,"" to understand where we've been and where we're headed, <em>The Gene</em> is an insightful guide.","[staff-picks, eye-opening-reads, for-history-lovers, its-all-geek-to-me, nonfiction, rather-long, science]",1476733503,9781476733500
Heidi Heilig,The Girl From Everywhere,"Nix has spent her whole life sailing the seas with her father, who possesses the ability to transport his ship and crew to any time and place — as long as he has a map to use as a guide. They're on the hunt for one special map that will bring them home to Honolulu in 1868, where Nix's mother is about to die giving birth to her. But Nix is afraid that by helping her father save the woman he loves, she'll erase her own existence. This debut catapults delightfully from one map to the next, offering a fresh and captivating approach to time travel.","[family-matters, historical-fiction, science-fiction-and-fantasy, young-adult]",0062380753,9780062380753
Emma Cline,The Girls,"You may have heard that <em>The Girls</em> is a fictional version of the infamous Manson Family murders. Really it is more about the toxic mixture of neediness and naiveté that can lead a young girl into a terrible situation from which there is no return. Evie, an unhappy teenager, is adrift and aimless one summer when she becomes fascinated by Suzanne, the leader of a group of girls who live in a nearby commune. As an adult Evie looks back on that summer, she sees how close she came to being part of a brutal murder, and it becomes obvious that she has never fully recovered from it. This is a chilling story, made more compelling by Cline's ability to show us just how easily such a close encounter with evil can happen.","[staff-picks, book-club-ideas, ladies-first, lets-talk-about-sex, realistic-fiction, the-dark-side]",081299860X,9780812998603
Dava Sobel,The Glass Universe: How The Ladies Of The Harvard Observatory Took The Measure Of The Stars,"""Pickering's Harem"" — the women hired as assistants at the Harvard Observatory — have existed on the fringes as fleeting mentions in contemporary scientific publications, or tucked into the footnotes of astronomy texts. So Dava Sobel's <em>The Glass Universe</em> is a parallel discovery — of the women, and of the work. Her subjects are supernaturally intrepid; Sobel teases out their doubts, frustrations and triumphs. But the sky comes first, and the book's true passion is the staggering impact of their work and the struggle to have it recognized. Pickering's Harem shaped the way we organize the universe; <em>The Glass Universe</em> makes that discovery a joy.","[biography-and-memoir, eye-opening-reads, for-history-lovers, its-all-geek-to-me, ladies-first, nonfiction, science]",0670016950,9780670016952
Francis Ford Coppola,The Godfather Notebook,"When Francis Ford Coppola was preparing to shoot <em>The Godfather,</em> he took a razor blade to Mario Puzo's 1969 book, cut out every page and pasted them into a notebook. Then he scribbled in the margins and underlined important passages, while slashing others. For each section he planned to film, he included notes on synopsis, texture, tone and pitfalls to avoid. That 700-plus-page notebook has been made available for the first time in this reproduction, which includes an introduction by Coppola himself. It's a stunning document of an iconic film, and a rare behind-the-scenes look at Coppola's creative process.","[staff-picks, eye-opening-reads, for-art-lovers, nonfiction, rather-long]",168245052X,9781682450529
Lynda Barry,The Greatest Of Marlys,"Lynda Barry, who with unflinching honesty chronicled the interior lives of the three Mullen children — Maybonne, Marlys and Freddie — in her syndicated comic strip <em>Ernie Pook's Comeek,</em> is a gift to the world. In this best-of collection, middle child Marlys braves a host of petty pubertal travails and fleeting moments of pure, ecstatic joy. Barry's genius lies in getting us to see — and feel — the world around her characters acutely as they do: Her sense-memory of childhood is vivid, and she expresses it with a deeply evocative, low-fi poetry.","[comics-and-graphic-novels, family-matters, for-art-lovers, funny-stuff, ladies-first, seriously-great-writing]",1770462643,9781770462649
